hand_min_x,hand_min_y,hand_width,hand_height,object_min_x,object_min_y,object_width,object_height,handedness,picture_name,grasp
1441,447,177,232,0,0,0,0,right,frame_6074.jpg,precision
1047,710,178,257,0,0,0,0,right,frame_3544.jpg,precision
1093,744,175,205,124,743,162,108,right,frame_4324.jpg,precision
1136,863,185,213,777,376,140,257,right,frame_2115.jpg,precision
1156,867,164,213,0,0,0,0,right,frame_3938.jpg,precision
1468,415,402,399,0,0,0,0,right,frame_1742.jpg,precision
1064,567,286,191,1134,687,259,495,right,frame_9958.jpg,precision
1070,745,172,263,646,340,648,674,right,frame_3542.jpg,precision
1141,866,176,205,1100,836,137,407,right,frame_2127.jpg,precision
1100,570,264,172,1136,708,255,505,right,frame_10000.jpg,precision
1197,639,222,235,791,466,102,105,right,frame_7163.jpg,precision
1137,872,186,208,1022,840,352,454,right,frame_2097.jpg,precision
1399,527,190,205,0,0,0,0,right,frame_6066.jpg,precision
1146,865,165,215,0,0,0,0,right,frame_3933.jpg,precision
1382,600,177,200,0,0,0,0,right,frame_6061.jpg,precision
1139,715,150,168,0,0,0,0,right,frame_4365.jpg,precision
1126,723,157,167,150,693,159,106,right,frame_4352.jpg,precision
1106,732,155,175,134,718,162,106,right,frame_4336.jpg,precision
1117,720,156,174,144,700,160,105,right,frame_4347.jpg,precision
1136,865,183,211,778,372,143,257,right,frame_2120.jpg,precision
1148,861,164,214,0,0,0,0,right,frame_3935.jpg,precision
1119,870,194,210,1124,895,154,270,right,frame_2092.jpg,precision
1148,698,150,187,0,0,0,0,right,frame_4367.jpg,precision
1123,722,158,171,147,695,159,102,right,frame_4350.jpg,precision
1082,595,263,205,1126,697,240,514,right,frame_9973.jpg,precision
1129,884,165,196,0,0,0,0,right,frame_3920.jpg,precision
1083,589,263,201,1128,710,237,509,right,frame_9994.jpg,precision
1132,889,164,191,0,0,0,0,right,frame_3919.jpg,precision
1137,866,179,204,1127,838,82,402,right,frame_2122.jpg,precision
1166,868,162,212,0,0,0,0,right,frame_3940.jpg,precision
1381,339,361,239,1415,426,116,88,right,frame_1406.jpg,precision
1148,863,163,217,0,0,0,0,right,frame_3934.jpg,precision
1172,811,180,259,171,778,163,111,right,frame_4311.jpg,precision
1133,721,151,166,156,684,159,104,right,frame_4357.jpg,precision
1093,603,267,196,1128,709,235,516,right,frame_9975.jpg,precision
1206,901,145,179,238,801,161,111,right,frame_4305.jpg,precision
1088,608,259,194,1127,704,236,512,right,frame_9974.jpg,precision
1379,669,162,210,0,0,0,0,right,frame_6057.jpg,precision
1549,343,364,377,0,0,0,0,right,frame_1750.jpg,precision
1142,865,187,210,1130,822,86,413,right,frame_2137.jpg,precision
1158,641,243,247,878,460,121,165,right,frame_7169.jpg,precision
1364,332,339,222,1404,423,108,81,right,frame_1408.jpg,precision
1422,483,179,202,1506,424,303,243,right,frame_6071.jpg,precision
1337,332,345,213,1396,426,98,74,right,frame_1410.jpg,precision
1210,894,198,186,1149,837,192,410,right,frame_2154.jpg,precision
1256,931,191,149,1192,933,194,262,right,frame_2160.jpg,precision
1085,584,276,182,1127,719,239,499,right,frame_9979.jpg,precision
1130,877,168,203,0,0,0,0,right,frame_3924.jpg,precision
1472,425,410,410,0,0,0,0,right,frame_1741.jpg,precision
1404,523,189,204,0,0,0,0,right,frame_6067.jpg,precision
1348,349,343,228,1409,438,85,59,right,frame_1416.jpg,precision
1141,869,179,208,1090,831,163,415,right,frame_2129.jpg,precision
1366,435,414,270,0,0,0,0,right,frame_1421.jpg,precision
1096,738,168,195,125,734,161,106,right,frame_4328.jpg,precision
1530,511,372,345,1556,586,174,92,right,frame_1737.jpg,precision
1006,634,178,256,0,0,0,0,right,frame_3548.jpg,precision
1096,786,170,249,0,0,0,0,right,frame_3540.jpg,precision
1141,865,183,207,771,363,142,259,right,frame_2134.jpg,precision
1195,638,228,229,792,470,131,110,right,frame_7162.jpg,precision
1086,578,274,180,1124,710,241,514,right,frame_9980.jpg,precision
1239,917,194,163,1174,934,193,252,right,frame_2158.jpg,precision
1333,328,337,213,1397,424,88,69,right,frame_1411.jpg,precision
1095,742,171,199,123,739,162,108,right,frame_4326.jpg,precision
1138,878,188,202,1022,845,348,448,right,frame_2098.jpg,precision
1135,881,182,199,968,977,246,203,right,frame_2106.jpg,precision
1144,913,157,167,0,0,0,0,right,frame_3912.jpg,precision
1210,864,164,216,1096,850,259,272,right,frame_4307.jpg,precision
1153,917,146,163,0,0,0,0,right,frame_3907.jpg,precision
1112,878,201,202,1104,846,189,431,right,frame_2083.jpg,precision
1133,878,180,201,979,917,268,173,right,frame_2108.jpg,precision
1092,615,276,178,367,76,213,153,right,frame_9949.jpg,precision
1136,874,162,206,0,0,0,0,right,frame_3926.jpg,precision
1228,909,197,171,1165,931,196,282,right,frame_2157.jpg,precision
1110,728,155,173,138,713,160,106,right,frame_4339.jpg,precision
1386,461,444,302,0,0,0,0,right,frame_1422.jpg,precision
1350,342,330,224,1406,434,85,62,right,frame_1415.jpg,precision
1204,888,200,192,1139,911,194,281,right,frame_2153.jpg,precision
1140,866,186,205,1130,821,83,410,right,frame_2136.jpg,precision
1489,369,386,381,0,0,0,0,right,frame_1746.jpg,precision
1431,473,177,206,1514,418,294,236,right,frame_6072.jpg,precision
1139,869,181,202,1086,828,169,411,right,frame_2131.jpg,precision
1141,712,147,174,0,0,0,0,right,frame_4366.jpg,precision
1129,723,152,166,152,691,159,105,right,frame_4353.jpg,precision
1140,869,180,205,1088,830,165,413,right,frame_2130.jpg,precision
1169,855,162,224,208,682,151,102,right,frame_3942.jpg,precision
1137,868,181,208,1098,838,129,402,right,frame_2121.jpg,precision
1135,881,182,199,979,922,268,170,right,frame_2105.jpg,precision
1094,739,171,197,123,737,163,108,right,frame_4327.jpg,precision
1135,717,155,169,0,0,0,0,right,frame_4361.jpg,precision
1340,387,382,251,0,0,0,0,right,frame_1419.jpg,precision
1117,721,153,174,611,84,146,169,right,frame_4345.jpg,precision
1247,650,224,228,1260,983,200,190,right,frame_7154.jpg,precision
1147,865,187,211,1128,819,103,408,right,frame_2140.jpg,precision
1112,872,202,208,1103,832,192,447,right,frame_2086.jpg,precision
1115,765,177,206,1025,770,245,278,right,frame_4317.jpg,precision
1058,727,170,258,626,349,612,695,right,frame_3543.jpg,precision
1095,746,172,205,126,746,163,106,right,frame_4322.jpg,precision
1100,736,159,182,0,0,0,0,right,frame_4332.jpg,precision
891,367,126,158,0,0,0,0,right,frame_6043.jpg,precision
1106,732,155,178,0,0,0,0,right,frame_4335.jpg,precision
1105,731,157,175,136,717,158,106,right,frame_4337.jpg,precision
1118,720,155,174,0,0,0,0,right,frame_4346.jpg,precision
1137,883,184,197,1087,839,192,384,right,frame_2102.jpg,precision
1118,720,157,173,145,698,160,105,right,frame_4348.jpg,precision
1124,722,158,167,150,693,157,104,right,frame_4351.jpg,precision
1096,571,265,185,1138,708,252,508,right,frame_9999.jpg,precision
1135,719,156,167,0,0,0,0,right,frame_4362.jpg,precision
1101,615,267,193,1153,686,262,490,right,frame_9948.jpg,precision
1037,693,179,254,0,0,0,0,right,frame_3545.jpg,precision
1509,481,391,391,1542,572,163,88,right,frame_1738.jpg,precision
1083,771,175,258,662,359,679,714,right,frame_3541.jpg,precision
1136,884,181,196,776,383,141,256,right,frame_2104.jpg,precision
1138,869,179,204,1100,839,139,410,right,frame_2124.jpg,precision
1170,641,235,248,882,459,121,160,right,frame_7168.jpg,precision
1142,868,166,212,0,0,0,0,right,frame_3931.jpg,precision
1057,574,294,188,1127,659,278,544,right,frame_9957.jpg,precision
1147,918,157,162,0,0,0,0,right,frame_3910.jpg,precision
1141,867,181,208,1086,826,171,416,right,frame_2132.jpg,precision
1087,595,249,208,1122,691,250,515,right,frame_9972.jpg,precision
1114,870,195,210,768,393,141,257,right,frame_2089.jpg,precision
1140,865,187,208,1128,815,87,420,right,frame_2135.jpg,precision
1113,723,156,173,0,0,0,0,right,frame_4343.jpg,precision
1141,880,185,200,775,385,141,257,right,frame_2099.jpg,precision
1121,639,267,204,1149,680,272,514,right,frame_9945.jpg,precision
1182,826,185,254,182,781,161,110,right,frame_4310.jpg,precision
1414,485,473,329,0,0,0,0,right,frame_1423.jpg,precision
1137,865,182,211,1094,844,148,401,right,frame_2119.jpg,precision
1105,626,276,195,1151,671,274,528,right,frame_9947.jpg,precision
1134,876,164,204,0,0,0,0,right,frame_3925.jpg,precision
1147,919,156,161,0,0,0,0,right,frame_3909.jpg,precision
1104,734,157,179,130,722,163,107,right,frame_4334.jpg,precision
1136,720,152,166,0,0,0,0,right,frame_4363.jpg,precision
1106,758,179,205,1018,768,244,278,right,frame_4318.jpg,precision
1113,870,201,210,1086,862,157,414,right,frame_2082.jpg,precision
1478,442,415,409,0,0,0,0,right,frame_1740.jpg,precision
1197,635,226,224,1232,964,221,229,right,frame_7160.jpg,precision
1149,865,184,208,1127,822,101,414,right,frame_2139.jpg,precision
1127,879,168,201,0,0,0,0,right,frame_3922.jpg,precision
1112,726,154,175,140,709,161,105,right,frame_4341.jpg,precision
1157,867,195,213,1100,827,181,419,right,frame_2144.jpg,precision
945,434,206,253,702,57,171,114,left,frame_11089.jpg,precision
980,568,223,199,942,579,145,305,left,frame_11369.jpg,precision
988,678,202,175,928,598,187,314,left,frame_10935.jpg,precision
865,536,218,229,581,176,150,167,left,frame_11424.jpg,precision
1005,547,187,191,965,564,127,299,left,frame_11346.jpg,precision
146,590,187,405,0,0,0,0,left,frame_3566.jpg,precision
45,555,472,431,0,0,0,0,left,frame_1508.jpg,precision
743,501,235,262,0,0,0,0,left,frame_1710.jpg,precision
994,599,258,199,979,574,184,341,left,frame_10724.jpg,precision
756,750,148,175,0,0,0,0,left,frame_4330.jpg,precision
779,715,148,185,190,668,155,103,left,frame_4391.jpg,precision
972,523,227,171,716,64,169,127,left,frame_10697.jpg,precision
332,496,380,362,0,0,0,0,left,frame_1504.jpg,precision
565,444,174,237,0,0,0,0,left,frame_4274.jpg,precision
418,349,354,278,499,223,120,233,left,frame_11518.jpg,precision
1046,579,213,184,1002,562,143,297,left,frame_11320.jpg,precision
969,674,192,182,893,599,181,324,left,frame_10964.jpg,precision
963,563,227,253,986,580,185,336,left,frame_10736.jpg,precision
820,670,135,221,0,0,0,0,left,frame_4421.jpg,precision
464,399,219,430,604,310,153,181,left,frame_11231.jpg,precision
847,744,162,249,596,749,30,84,left,frame_4438.jpg,precision
141,602,387,442,486,613,475,462,left,frame_9699.jpg,precision
294,315,348,348,766,353,91,315,left,frame_10805.jpg,precision
1060,656,181,198,1033,616,175,351,left,frame_10905.jpg,precision
882,846,178,234,1122,897,186,239,left,frame_2150.jpg,precision
974,488,154,154,984,208,113,368,left,frame_790.jpg,precision
476,394,215,448,624,310,147,186,left,frame_11223.jpg,precision
799,717,138,172,0,0,0,0,left,frame_4364.jpg,precision
820,736,171,161,792,604,220,265,left,frame_6009.jpg,precision
303,651,474,369,0,0,0,0,left,frame_1698.jpg,precision
980,554,165,210,916,564,150,375,left,frame_11030.jpg,precision
764,495,225,253,0,0,0,0,left,frame_1711.jpg,precision
774,729,145,172,142,705,160,105,left,frame_4344.jpg,precision
836,492,229,254,586,179,151,169,left,frame_11431.jpg,precision
1176,749,222,200,1141,629,187,366,left,frame_10886.jpg,precision
414,601,446,359,0,0,0,0,left,frame_1701.jpg,precision
516,378,213,407,632,295,126,152,left,frame_11215.jpg,precision
815,479,222,257,289,141,307,277,left,frame_11436.jpg,precision
978,592,214,170,900,529,188,333,left,frame_11035.jpg,precision
1072,746,260,182,1062,668,207,346,left,frame_10664.jpg,precision
1073,711,221,188,1075,657,208,316,left,frame_10658.jpg,precision
644,404,246,282,0,0,0,0,left,frame_1497.jpg,precision
414,562,295,434,571,445,260,182,left,frame_11244.jpg,precision
1028,543,187,214,994,557,140,302,left,frame_11326.jpg,precision
745,830,149,193,0,0,0,0,left,frame_3916.jpg,precision
950,582,234,238,1048,506,92,169,left,frame_10742.jpg,precision
965,672,202,181,901,630,146,382,left,frame_10974.jpg,precision
845,499,222,270,612,184,152,169,left,frame_11446.jpg,precision
1014,563,196,257,593,260,202,323,left,frame_10646.jpg,precision
408,365,364,288,492,228,119,244,left,frame_11516.jpg,precision
941,640,191,204,893,579,181,325,left,frame_11005.jpg,precision
1097,801,258,218,1237,624,197,318,left,frame_10866.jpg,precision
418,537,280,456,1498,739,63,376,left,frame_11243.jpg,precision
1011,668,200,181,967,589,197,306,left,frame_10917.jpg,precision
933,513,131,118,830,196,165,390,left,frame_783.jpg,precision
772,836,151,183,0,0,0,0,left,frame_3939.jpg,precision
814,658,157,204,0,0,0,0,left,frame_4397.jpg,precision
1035,717,294,165,1034,628,197,350,left,frame_10684.jpg,precision
752,222,218,274,1226,655,192,190,left,frame_8478.jpg,precision
956,597,191,200,909,603,118,297,left,frame_11394.jpg,precision
534,394,267,350,631,293,136,156,left,frame_11195.jpg,precision
1124,669,196,203,1069,587,213,296,left,frame_10897.jpg,precision
951,613,176,235,894,573,181,327,left,frame_11010.jpg,precision
989,603,245,187,971,573,185,345,left,frame_10715.jpg,precision
441,449,238,451,588,330,171,223,left,frame_11238.jpg,precision
736,473,141,138,0,0,0,0,left,frame_4266.jpg,precision
874,442,245,259,1104,577,253,480,left,frame_11076.jpg,precision
772,423,230,293,332,151,299,278,left,frame_11454.jpg,precision
928,655,257,223,438,91,205,183,left,frame_9851.jpg,precision
988,589,266,213,982,574,186,341,left,frame_10727.jpg,precision
813,829,188,166,799,638,237,345,left,frame_6006.jpg,precision
464,391,228,425,614,309,154,180,left,frame_11227.jpg,precision
1099,608,190,198,1054,564,182,316,left,frame_11305.jpg,precision
937,558,216,251,1060,491,73,135,left,frame_10745.jpg,precision
771,738,136,169,138,714,155,107,left,frame_4338.jpg,precision
111,511,225,435,0,0,0,0,left,frame_3558.jpg,precision
773,733,140,169,141,708,160,106,left,frame_4342.jpg,precision
803,708,140,169,180,656,155,105,left,frame_4371.jpg,precision
779,696,155,206,0,0,0,0,left,frame_4393.jpg,precision
833,506,223,262,607,184,149,169,left,frame_11441.jpg,precision
808,437,206,277,1126,706,274,392,left,frame_11459.jpg,precision
1115,663,252,176,1076,574,186,311,left,frame_11298.jpg,precision
942,594,219,164,431,78,210,155,left,frame_9894.jpg,precision
926,583,197,205,889,618,117,304,left,frame_11415.jpg,precision
474,400,294,300,579,300,142,161,left,frame_11168.jpg,precision
747,754,152,179,125,745,162,107,left,frame_4323.jpg,precision
1085,659,178,173,1050,621,175,352,left,frame_10902.jpg,precision
955,606,262,204,433,78,208,156,left,frame_9886.jpg,precision
1194,765,215,213,1200,633,189,335,left,frame_10873.jpg,precision
588,762,141,132,480,741,211,226,left,frame_907.jpg,precision
309,283,351,361,794,434,82,246,left,frame_10815.jpg,precision
293,318,355,343,723,529,230,168,left,frame_10804.jpg,precision
968,675,194,181,892,599,179,324,left,frame_10965.jpg,precision
1055,653,183,194,1014,588,207,300,left,frame_10906.jpg,precision
858,427,245,256,0,0,0,0,left,frame_11079.jpg,precision
978,668,212,198,918,633,148,375,left,frame_10951.jpg,precision
471,625,118,303,0,0,0,0,left,frame_3535.jpg,precision
1009,533,182,206,973,561,135,298,left,frame_11342.jpg,precision
743,840,149,190,0,0,0,0,left,frame_3913.jpg,precision
980,560,174,187,954,565,151,324,left,frame_11361.jpg,precision
577,826,161,155,0,0,0,0,left,frame_6359.jpg,precision
792,720,137,170,159,682,157,105,left,frame_4359.jpg,precision
414,323,353,294,504,210,122,211,left,frame_11521.jpg,precision
968,565,251,315,1284,757,290,371,left,frame_10641.jpg,precision
797,719,136,171,0,0,0,0,left,frame_4360.jpg,precision
954,595,227,196,433,79,210,157,left,frame_9885.jpg,precision
829,451,174,218,0,0,0,0,left,frame_1718.jpg,precision
984,552,196,165,904,504,189,334,left,frame_11051.jpg,precision
824,494,216,257,295,142,307,277,left,frame_11439.jpg,precision
147,605,393,424,566,539,308,621,left,frame_9701.jpg,precision
476,406,296,303,582,301,145,163,left,frame_11169.jpg,precision
682,729,144,155,548,674,185,225,left,frame_899.jpg,precision
408,611,171,332,0,0,0,0,left,frame_3538.jpg,precision
938,613,280,372,565,430,95,196,left,frame_10637.jpg,precision
387,304,379,298,700,461,78,395,left,frame_11526.jpg,precision
918,669,251,218,1213,816,414,516,left,frame_9844.jpg,precision
771,763,156,179,1036,778,245,280,left,frame_4315.jpg,precision
952,598,196,199,911,601,120,297,left,frame_11391.jpg,precision
445,426,235,443,593,325,165,213,left,frame_11236.jpg,precision
978,668,209,199,902,599,184,320,left,frame_10954.jpg,precision
110,219,505,443,658,387,287,537,left,frame_10840.jpg,precision
801,760,132,237,0,0,0,0,left,frame_4430.jpg,precision
400,325,393,285,1394,806,89,389,left,frame_11535.jpg,precision
1022,565,187,252,586,255,202,317,left,frame_10647.jpg,precision
1055,550,227,223,1011,578,114,348,left,frame_11332.jpg,precision
460,398,224,421,605,310,151,180,left,frame_11230.jpg,precision
173,573,386,429,56,623,111,79,left,frame_10597.jpg,precision
1139,784,241,205,1225,626,191,317,left,frame_10868.jpg,precision
305,696,341,369,1279,778,190,279,left,frame_10585.jpg,precision
1080,612,212,179,1031,556,179,322,left,frame_11313.jpg,precision
961,590,203,208,906,608,117,295,left,frame_11396.jpg,precision
976,559,197,180,947,573,130,300,left,frame_11357.jpg,precision
763,756,158,184,0,0,0,0,left,frame_4316.jpg,precision
987,572,194,163,974,227,100,318,left,frame_798.jpg,precision
33,578,415,402,0,0,0,0,left,frame_1509.jpg,precision
863,752,150,240,598,747,30,84,left,frame_4443.jpg,precision
887,455,235,257,186,234,201,468,left,frame_11083.jpg,precision
946,592,198,204,904,613,125,300,left,frame_11403.jpg,precision
673,540,354,526,0,0,0,0,left,frame_8508.jpg,precision
443,436,237,450,588,323,163,213,left,frame_11237.jpg,precision
391,795,309,285,0,0,0,0,left,frame_10579.jpg,precision
416,492,270,458,468,439,126,103,left,frame_11241.jpg,precision
303,301,350,349,785,421,80,234,left,frame_10809.jpg,precision
745,226,217,279,1209,669,238,219,left,frame_8477.jpg,precision
453,402,228,431,601,312,158,183,left,frame_11232.jpg,precision
1040,716,294,196,1036,630,197,354,left,frame_10683.jpg,precision
1072,744,233,191,1064,668,207,345,left,frame_10662.jpg,precision
107,519,215,430,0,0,0,0,left,frame_3560.jpg,precision
451,858,161,222,739,839,294,307,left,frame_4288.jpg,precision
911,807,193,273,254,185,328,247,left,frame_9792.jpg,precision
127,513,210,421,0,0,0,0,left,frame_3555.jpg,precision
835,671,142,183,0,0,0,0,left,frame_4417.jpg,precision
759,749,143,176,129,727,159,107,left,frame_4331.jpg,precision
958,598,195,201,901,610,105,286,left,frame_11395.jpg,precision
415,425,337,289,1347,658,160,373,left,frame_11143.jpg,precision
1165,772,227,209,1215,628,192,324,left,frame_10870.jpg,precision
698,737,147,154,554,655,180,235,left,frame_898.jpg,precision
863,429,243,253,0,0,0,0,left,frame_11078.jpg,precision
758,209,217,298,1226,671,284,222,left,frame_8479.jpg,precision
811,705,139,176,0,0,0,0,left,frame_4375.jpg,precision
973,580,219,223,931,623,99,333,left,frame_11398.jpg,precision
810,707,139,176,0,0,0,0,left,frame_4380.jpg,precision
751,885,130,195,0,0,0,0,left,frame_3906.jpg,precision
1163,936,136,144,0,0,0,0,left,frame_3904.jpg,precision
818,475,225,266,594,182,151,167,left,frame_11434.jpg,precision
505,565,395,348,0,0,0,0,left,frame_1703.jpg,precision
466,461,321,326,0,0,0,0,left,frame_1502.jpg,precision
768,173,221,332,1203,670,232,222,left,frame_8481.jpg,precision
983,672,213,194,914,601,185,319,left,frame_10943.jpg,precision
947,580,199,185,1182,792,376,491,left,frame_9901.jpg,precision
1199,766,218,211,1179,637,188,352,left,frame_10877.jpg,precision
996,671,201,182,956,591,196,305,left,frame_10922.jpg,precision
918,463,229,255,676,55,168,110,left,frame_11086.jpg,precision
148,595,375,424,552,544,309,619,left,frame_9704.jpg,precision
535,391,250,350,1448,717,174,380,left,frame_11200.jpg,precision
938,567,196,199,432,76,207,152,left,frame_9898.jpg,precision
999,592,239,163,1007,589,191,318,left,frame_10693.jpg,precision
1048,547,227,213,996,540,164,326,left,frame_11335.jpg,precision
742,833,152,195,0,0,0,0,left,frame_3915.jpg,precision
866,752,146,240,598,747,31,85,left,frame_4444.jpg,precision
448,410,227,440,596,316,161,194,left,frame_11234.jpg,precision
972,677,204,185,895,600,183,322,left,frame_10960.jpg,precision
967,676,200,171,886,600,177,324,left,frame_10972.jpg,precision
426,614,164,327,0,0,0,0,left,frame_3537.jpg,precision
812,680,136,223,0,0,0,0,left,frame_4422.jpg,precision
931,656,251,212,437,92,211,184,left,frame_9849.jpg,precision
894,485,206,209,912,495,191,333,left,frame_11062.jpg,precision
932,658,250,218,436,91,206,181,left,frame_9852.jpg,precision
1480,841,169,237,842,131,135,172,left,frame_10601.jpg,precision
876,895,110,172,341,659,324,374,left,frame_880.jpg,precision
984,569,206,191,950,566,149,324,left,frame_11364.jpg,precision
970,601,210,184,898,554,184,331,left,frame_11020.jpg,precision
539,390,230,362,590,330,100,93,left,frame_11202.jpg,precision
965,670,188,179,888,600,179,323,left,frame_10971.jpg,precision
838,483,225,276,618,185,149,168,left,frame_11448.jpg,precision
985,570,206,197,901,522,188,332,left,frame_11039.jpg,precision
978,580,215,201,929,584,144,322,left,frame_11383.jpg,precision
292,248,376,377,706,558,76,262,left,frame_10822.jpg,precision
1041,680,270,187,1056,644,204,335,left,frame_10673.jpg,precision
1445,776,170,302,884,165,176,224,left,frame_10626.jpg,precision
981,668,210,204,907,600,182,320,left,frame_10950.jpg,precision
524,400,269,334,618,295,137,161,left,frame_11192.jpg,precision
785,474,221,249,0,0,0,0,left,frame_1713.jpg,precision
909,938,89,142,515,541,247,354,left,frame_876.jpg,precision
1069,654,192,188,1039,617,178,354,left,frame_10904.jpg,precision
839,438,175,229,0,0,0,0,left,frame_1720.jpg,precision
544,652,142,105,0,0,0,0,left,frame_6349.jpg,precision
926,558,211,233,532,180,281,282,left,frame_10747.jpg,precision
864,524,215,239,582,177,151,170,left,frame_11427.jpg,precision
917,672,249,224,1214,818,412,511,left,frame_9843.jpg,precision
918,499,198,194,908,489,189,333,left,frame_11059.jpg,precision
325,605,210,325,0,0,0,0,left,frame_4282.jpg,precision
1041,555,179,201,1007,544,169,329,left,frame_11328.jpg,precision
594,835,155,165,0,0,0,0,left,frame_6360.jpg,precision
992,596,265,208,982,574,187,344,left,frame_10726.jpg,precision
531,555,388,343,0,0,0,0,left,frame_1704.jpg,precision
941,603,267,208,428,82,215,163,left,frame_9869.jpg,precision
254,177,392,401,810,392,79,241,left,frame_10831.jpg,precision
963,668,208,195,884,598,179,326,left,frame_10980.jpg,precision
311,730,210,265,0,0,0,0,left,frame_4284.jpg,precision
980,646,187,211,893,590,179,327,left,frame_10998.jpg,precision
972,484,149,138,963,202,116,377,left,frame_789.jpg,precision
529,452,284,298,0,0,0,0,left,frame_1501.jpg,precision
693,448,332,527,945,677,328,329,left,frame_8503.jpg,precision
977,669,199,194,904,599,182,320,left,frame_10952.jpg,precision
1178,771,220,210,1211,628,194,329,left,frame_10871.jpg,precision
991,672,196,181,947,595,192,309,left,frame_10926.jpg,precision
389,307,380,294,690,128,144,254,left,frame_11529.jpg,precision
805,848,170,167,227,798,161,115,left,frame_4306.jpg,precision
776,827,154,181,0,0,0,0,left,frame_3941.jpg,precision
927,585,209,206,898,614,131,309,left,frame_11414.jpg,precision
137,513,185,408,0,0,0,0,left,frame_3553.jpg,precision
804,707,138,172,178,656,156,103,left,frame_4370.jpg,precision
282,220,386,382,805,416,82,310,left,frame_10826.jpg,precision
968,583,219,199,926,586,142,320,left,frame_11386.jpg,precision
984,649,180,206,892,592,180,329,left,frame_10997.jpg,precision
977,648,188,209,906,620,148,385,left,frame_10999.jpg,precision
550,737,152,120,0,0,0,0,left,frame_6354.jpg,precision
1181,729,207,190,1132,631,184,366,left,frame_10888.jpg,precision
291,692,341,361,1278,777,192,279,left,frame_10586.jpg,precision
899,464,238,256,935,496,192,330,left,frame_11072.jpg,precision
401,311,363,295,504,201,126,196,left,frame_11524.jpg,precision
1199,764,215,215,1188,638,189,346,left,frame_10875.jpg,precision
426,478,255,448,594,348,195,258,left,frame_11240.jpg,precision
296,252,370,373,799,422,78,294,left,frame_10821.jpg,precision
472,385,222,464,1443,720,172,375,left,frame_11219.jpg,precision
1084,600,183,212,1039,558,180,322,left,frame_11310.jpg,precision
928,595,174,204,907,606,144,321,left,frame_11410.jpg,precision
295,318,361,335,732,528,221,165,left,frame_10806.jpg,precision
818,795,178,163,798,627,234,319,left,frame_6007.jpg,precision
1470,829,168,240,830,125,133,172,left,frame_10607.jpg,precision
801,690,141,228,178,655,160,107,left,frame_4423.jpg,precision
827,436,222,252,0,0,0,0,left,frame_1727.jpg,precision
1075,720,223,195,1072,656,206,321,left,frame_10659.jpg,precision
411,317,356,296,391,355,95,108,left,frame_11522.jpg,precision
895,467,244,259,932,495,192,329,left,frame_11071.jpg,precision
902,460,231,264,664,53,164,106,left,frame_11084.jpg,precision
963,578,258,309,343,473,507,288,left,frame_10640.jpg,precision
202,145,433,449,806,430,76,323,left,frame_10834.jpg,precision
262,666,488,367,0,0,0,0,left,frame_1697.jpg,precision
471,385,211,446,618,301,130,164,left,frame_11220.jpg,precision
289,243,375,378,800,390,83,381,left,frame_10823.jpg,precision
981,544,227,164,1249,730,140,290,left,frame_10696.jpg,precision
964,586,228,237,996,587,187,337,left,frame_10741.jpg,precision
975,663,195,194,902,630,144,378,left,frame_10984.jpg,precision
643,269,246,250,1442,777,259,291,left,frame_8465.jpg,precision
962,485,152,144,941,197,122,381,left,frame_788.jpg,precision
811,818,163,172,203,788,163,112,left,frame_4308.jpg,precision
777,767,159,177,148,765,165,109,left,frame_4314.jpg,precision
462,392,228,424,613,309,154,180,left,frame_11228.jpg,precision
961,580,176,187,929,588,134,305,left,frame_11378.jpg,precision
387,601,177,338,0,0,0,0,left,frame_3539.jpg,precision
985,566,212,208,901,523,188,333,left,frame_11038.jpg,precision
521,404,264,325,521,412,103,84,left,frame_11188.jpg,precision
925,632,292,378,580,426,95,212,left,frame_10636.jpg,precision
1031,552,195,199,996,561,138,298,left,frame_11324.jpg,precision
933,598,183,208,908,604,143,321,left,frame_11407.jpg,precision
764,828,149,194,0,0,0,0,left,frame_3936.jpg,precision
813,461,192,236,0,0,0,0,left,frame_1715.jpg,precision
1170,705,191,209,1122,634,181,356,left,frame_10890.jpg,precision
945,775,332,257,1190,652,152,346,left,frame_11276.jpg,precision
122,510,228,424,0,0,0,0,left,frame_3556.jpg,precision
1120,791,251,217,1233,621,196,318,left,frame_10867.jpg,precision
969,667,196,189,889,599,178,324,left,frame_10967.jpg,precision
991,589,234,201,970,574,186,344,left,frame_10716.jpg,precision
1075,661,178,173,1044,619,174,350,left,frame_10903.jpg,precision
934,565,227,249,1004,581,187,316,left,frame_10744.jpg,precision
790,741,133,227,182,645,158,105,left,frame_4427.jpg,precision
569,708,158,245,0,0,0,0,left,frame_6358.jpg,precision
875,463,226,225,920,494,191,331,left,frame_11066.jpg,precision
440,628,297,401,689,428,141,419,left,frame_11246.jpg,precision
807,711,150,172,193,650,151,102,left,frame_4382.jpg,precision
921,580,206,207,900,608,141,322,left,frame_11416.jpg,precision
893,722,284,223,1221,780,422,494,left,frame_9838.jpg,precision
795,897,171,167,1093,927,268,288,left,frame_4303.jpg,precision
887,463,231,242,929,494,197,329,left,frame_11068.jpg,precision
775,495,108,127,0,0,0,0,left,frame_4262.jpg,precision
761,828,149,187,0,0,0,0,left,frame_3932.jpg,precision
961,523,225,184,903,492,188,333,left,frame_11054.jpg,precision
746,825,149,191,0,0,0,0,left,frame_3918.jpg,precision
