col1,col2,col3,col4,col5,col6
694,588,155,167,precision1391.png,precision
597,654,197,179,precision1286.png,precision
1187,488,241,108,precision08953.png,precision
638,679,235,221,precision2938.png,precision
1183,205,216,81,precision08763.png,precision
529,413,236,133,precision06929.png,precision
1119,722,168,148,precision4076.png,precision
619,386,144,109,precision07468.png,precision
556,425,186,87,precision07344.png,precision
630,648,223,255,precision2683.png,precision
550,424,166,122,precision07077.png,precision
894,758,193,157,precision3015.png,precision
1281,745,276,236,precision3938.png,precision
1276,381,191,54,precision08584.png,precision
713,349,154,147,precision07724.png,precision
666,671,221,228,precision2930.png,precision
579,388,137,91,precision07797.png,precision
559,451,163,114,precision07923.png,precision
1267,876,164,101,precision0449.png,precision
1108,940,159,146,precision3996.png,precision
733,654,173,237,precision2334.png,precision
1101,700,219,207,precision5225.png,precision
563,645,233,260,precision2742.png,precision
1292,551,146,149,precision5084.png,precision
1165,503,226,126,precision08918.png,precision
608,341,140,99,precision07774.png,precision
1177,662,137,142,precision6051.png,precision
1108,971,150,84,precision3995.png,precision
1062,582,214,279,precision09836.png,precision
646,635,164,302,precision2322.png,precision
672,691,229,197,precision2926.png,precision
568,419,146,113,precision07847.png,precision
1417,527,224,201,precision3322.png,precision
1359,624,160,205,precision4059.png,precision
568,381,188,132,precision08029.png,precision
804,769,151,157,precision2425.png,precision
1184,410,168,70,precision08277.png,precision
1397,566,197,234,precision09505.png,precision
1139,280,242,108,precision08141.png,precision
634,394,226,143,precision07482.png,precision
651,406,148,108,precision07432.png,precision
-78,496,812,249,precision5135.png,precision
648,349,145,130,precision07014.png,precision
555,404,164,115,precision06950.png,precision
550,409,194,104,precision07360.png,precision
649,829,210,111,precision1670.png,precision
548,616,205,259,precision2774.png,precision
695,408,196,126,precision07484.png,precision
257,534,321,298,precision6533.png,precision
493,683,255,214,precision5113.png,precision
548,407,113,91,precision07828.png,precision
487,434,227,339,precision1954.png,precision
1142,278,216,103,precision08106.png,precision
753,758,198,168,precision2912.png,precision
1122,943,156,91,precision3997.png,precision
1306,414,179,148,precision08830.png,precision
813,707,140,174,precision2366.png,precision
1022,275,203,81,precision08168.png,precision
686,672,175,183,precision1829.png,precision
1139,337,193,74,precision08266.png,precision
1383,601,202,176,precision3546.png,precision
667,452,146,90,precision07948.png,precision
1065,849,167,141,precision4489.png,precision
656,669,232,217,precision2945.png,precision
872,681,156,213,precision0585.png,precision
1183,302,307,370,precision09299.png,precision
1282,526,150,150,precision5077.png,precision
1274,441,245,233,precision3762.png,precision
555,649,251,265,precision2699.png,precision
557,737,219,190,precision2519.png,precision
1135,397,351,371,precision09429.png,precision
525,411,228,133,precision06931.png,precision
532,384,186,126,precision06944.png,precision
518,536,174,256,precision5395.png,precision
-205,551,858,305,precision5296.png,precision
556,729,230,211,precision2513.png,precision
1154,764,112,161,precision0939.png,precision
1112,306,227,90,precision08132.png,precision
1220,317,260,297,precision09097.png,precision
447,777,178,115,precision5292.png,precision
1316,591,129,207,precision09683.png,precision
1046,555,229,231,precision0119.png,precision
590,342,183,166,precision06978.png,precision
587,307,155,126,precision07290.png,precision
599,675,197,211,precision5196.png,precision
620,660,221,241,precision2712.png,precision
1279,532,269,218,precision5889.png,precision
1241,548,270,254,precision09644.png,precision
1358,589,200,175,precision3544.png,precision
961,690,157,187,precision6145.png,precision
756,705,108,207,precision2237.png,precision
630,437,157,73,precision07586.png,precision
592,419,113,91,precision07836.png,precision
525,384,141,90,precision07819.png,precision
769,728,148,158,precision2376.png,precision
1117,358,280,279,precision09067.png,precision
398,322,270,354,precision2025.png,precision
1212,405,221,262,precision09468.png,precision
1360,675,214,168,precision3741.png,precision
1026,517,225,260,precision4251.png,precision
-214,564,957,359,precision5126.png,precision
475,459,161,99,precision07194.png,precision
497,194,175,147,precision08055.png,precision
1218,559,201,231,precision4209.png,precision
1141,440,341,316,precision09440.png,precision
994,527,100,202,precision6099.png,precision
977,891,177,149,precision4494.png,precision
5,753,899,211,precision2405.png,precision
645,368,156,121,precision07965.png,precision
642,675,230,232,precision2935.png,precision
437,582,270,277,precision2641.png,precision
1305,514,190,190,precision5910.png,precision
1176,272,287,315,precision09087.png,precision
1108,428,251,90,precision08522.png,precision
475,568,334,286,precision2169.png,precision
869,792,152,131,precision1554.png,precision
797,774,152,156,precision2421.png,precision
1170,352,292,310,precision09260.png,precision
1118,539,198,207,precision09478.png,precision
548,606,319,266,precision2172.png,precision
569,460,145,112,precision07992.png,precision
510,427,158,106,precision07170.png,precision
594,654,199,179,precision1287.png,precision
1069,654,170,155,precision4087.png,precision
1126,264,253,102,precision08632.png,precision
1124,291,239,83,precision08137.png,precision
941,745,151,167,precision1018.png,precision
998,696,136,195,precision0493.png,precision
746,802,142,136,precision1863.png,precision
1259,616,160,222,precision09630.png,precision
1137,327,199,70,precision08265.png,precision
1319,194,265,109,precision08479.png,precision
651,486,142,87,precision07944.png,precision
627,396,152,91,precision07039.png,precision
280,819,182,227,precision5345.png,precision
1396,478,235,232,precision3312.png,precision
616,696,177,242,precision2267.png,precision
899,709,133,193,precision1104.png,precision
524,402,172,125,precision07082.png,precision
1269,416,200,309,precision09316.png,precision
1151,761,116,152,precision0969.png,precision
1007,710,135,164,precision0489.png,precision
630,483,165,254,precision1918.png,precision
675,387,166,94,precision07378.png,precision
1051,754,131,150,precision0641.png,precision
562,404,193,99,precision07355.png,precision
1183,473,216,88,precision08899.png,precision
1110,681,179,167,precision3524.png,precision
674,686,174,238,precision2541.png,precision
597,655,219,252,precision2753.png,precision
1140,534,184,227,precision0129.png,precision
1107,285,210,101,precision08191.png,precision
976,377,246,170,precision0185.png,precision
1348,527,166,158,precision5067.png,precision
712,486,213,282,precision5378.png,precision
955,694,172,165,precision2984.png,precision
1353,601,113,196,precision09684.png,precision
1081,642,131,92,precision0341.png,precision
1195,244,295,386,precision09192.png,precision
570,445,189,264,precision1926.png,precision
1212,578,207,203,precision3776.png,precision
1258,491,164,200,precision5658.png,precision
1162,298,256,344,precision09150.png,precision
659,706,291,220,precision2180.png,precision
949,434,237,74,precision08792.png,precision
629,456,123,140,precision07232.png,precision
513,219,170,144,precision08052.png,precision
557,417,164,118,precision07074.png,precision
1239,405,240,67,precision08972.png,precision
1199,358,261,82,precision08979.png,precision
1022,700,121,189,precision0507.png,precision
614,851,265,208,precision6567.png,precision
1131,561,198,213,precision09483.png,precision
1101,421,253,95,precision08524.png,precision
1249,559,145,217,precision4227.png,precision
541,371,196,141,precision07409.png,precision
870,750,150,144,precision1068.png,precision
759,814,147,128,precision1870.png,precision
791,699,225,182,precision2798.png,precision
731,659,168,217,precision2345.png,precision
1234,803,124,188,precision1514.png,precision
549,405,206,98,precision07352.png,precision
1258,673,99,164,precision09745.png,precision
604,671,254,209,precision2790.png,precision
1124,434,233,107,precision08514.png,precision
407,371,289,298,precision2018.png,precision
648,490,168,135,precision07740.png,precision
1115,803,238,223,precision1511.png,precision
1216,511,183,196,precision5657.png,precision
942,614,135,111,precision6365.png,precision
725,574,156,185,precision1783.png,precision
703,725,157,170,precision2390.png,precision
1184,319,228,83,precision08987.png,precision
1089,625,129,117,precision0338.png,precision
1185,318,312,306,precision09204.png,precision
1110,688,167,114,precision6853.png,precision
785,710,158,161,precision2356.png,precision
575,418,155,107,precision07322.png,precision
1279,472,118,196,precision6339.png,precision
668,424,180,144,precision06899.png,precision
572,615,311,266,precision2173.png,precision
1146,345,185,77,precision08267.png,precision
1143,290,212,106,precision08100.png,precision
1303,552,147,154,precision5087.png,precision
1265,544,272,258,precision09646.png,precision
632,691,200,149,precision1524.png,precision
933,751,116,76,precision6376.png,precision
574,421,172,151,precision07268.png,precision
480,337,248,276,precision2101.png,precision
1447,265,216,198,precision6326.png,precision
802,709,142,181,precision2367.png,precision
577,623,244,254,precision2667.png,precision
1299,172,244,119,precision08474.png,precision
94,743,745,209,precision2490.png,precision
616,451,157,132,precision07900.png,precision
825,804,161,112,precision1564.png,precision
1208,477,137,201,precision6343.png,precision
1147,451,241,280,precision09390.png,precision
364,355,272,364,precision2045.png,precision
1082,295,283,123,precision08625.png,precision
1190,454,234,124,precision08911.png,precision
1154,792,154,73,precision0302.png,precision
609,386,157,104,precision07045.png,precision
1157,823,97,150,precision1218.png,precision
1103,352,281,317,precision09167.png,precision
589,610,234,122,precision1656.png,precision
673,575,266,284,precision5178.png,precision
-41,747,938,216,precision2404.png,precision
1077,510,183,274,precision0114.png,precision
645,500,167,125,precision07738.png,precision
1130,360,298,60,precision08242.png,precision
653,465,163,108,precision06879.png,precision
1225,306,264,301,precision09095.png,precision
1220,299,288,350,precision09236.png,precision
1547,572,187,162,precision3329.png,precision
1263,591,165,235,precision09633.png,precision
939,742,150,166,precision1017.png,precision
867,873,172,136,precision3037.png,precision
1279,485,239,217,precision3767.png,precision
1283,754,216,179,precision5208.png,precision
1111,311,218,72,precision08115.png,precision
607,676,213,254,precision2581.png,precision
622,499,156,86,precision07938.png,precision
1172,754,111,122,precision5647.png,precision
1158,662,177,128,precision0270.png,precision
1210,664,190,171,precision3845.png,precision
1149,743,124,157,precision0978.png,precision
1145,282,235,96,precision08139.png,precision
1166,251,240,83,precision08256.png,precision
646,372,165,100,precision07753.png,precision
1462,611,147,128,precision3242.png,precision
1299,529,256,259,precision09651.png,precision
518,684,248,215,precision5115.png,precision
1402,572,186,222,precision09504.png,precision
1153,343,313,331,precision09255.png,precision
1104,588,147,115,precision5551.png,precision
1249,334,243,271,precision09101.png,precision
1598,481,113,142,precision6254.png,precision
1161,690,136,146,precision0253.png,precision
1157,818,169,89,precision0292.png,precision
555,416,200,120,precision06999.png,precision
755,583,188,175,precision1590.png,precision
573,311,203,114,precision07502.png,precision
1344,512,268,236,precision4022.png,precision
1052,652,148,175,precision5242.png,precision
559,326,161,118,precision07295.png,precision
1477,506,198,199,precision09581.png,precision
1614,940,148,94,precision3452.png,precision
1281,473,239,218,precision3766.png,precision
1296,867,198,159,precision4122.png,precision
606,639,220,257,precision2564.png,precision
567,426,143,160,precision07216.png,precision
1181,685,127,162,precision0252.png,precision
1176,771,115,155,precision0873.png,precision
1267,521,235,200,precision3770.png,precision
582,417,179,119,precision06994.png,precision
1335,493,231,231,precision4163.png,precision
1311,496,197,104,precision08842.png,precision
1197,486,237,253,precision09363.png,precision
792,643,209,189,precision6180.png,precision
1327,826,206,158,precision3816.png,precision
1147,418,336,339,precision09435.png,precision
1408,597,166,228,precision5870.png,precision
735,703,176,172,precision2351.png,precision
1167,404,262,269,precision09047.png,precision
1247,280,243,351,precision09146.png,precision
588,411,193,142,precision06962.png,precision
475,385,281,414,precision2113.png,precision
1308,526,194,99,precision08846.png,precision
1348,531,169,123,precision5750.png,precision
646,388,164,104,precision07024.png,precision
1122,698,147,95,precision6799.png,precision
1493,573,153,132,precision3246.png,precision
1196,557,174,179,precision5655.png,precision
663,429,120,86,precision07600.png,precision
700,472,204,287,precision5380.png,precision
490,429,157,105,precision07174.png,precision
462,598,172,231,precision5397.png,precision
748,663,143,180,precision1825.png,precision
979,778,134,86,precision6440.png,precision
576,390,135,86,precision07310.png,precision
1052,553,218,246,precision4245.png,precision
1150,895,188,140,precision3961.png,precision
1269,849,159,125,precision0446.png,precision
772,723,144,169,precision2374.png,precision
1369,216,252,89,precision08484.png,precision
1221,396,251,77,precision08973.png,precision
548,575,209,171,precision1419.png,precision
1092,634,175,201,precision0415.png,precision
1142,342,156,62,precision09002.png,precision
1153,730,129,66,precision5565.png,precision
1108,770,107,87,precision5607.png,precision
1206,466,246,95,precision08933.png,precision
855,589,199,178,precision6085.png,precision
1231,537,218,138,precision5903.png,precision
1110,582,231,241,precision4236.png,precision
1129,298,216,87,precision08113.png,precision
1353,401,120,219,precision5708.png,precision
676,534,159,191,precision1764.png,precision
789,757,162,167,precision2432.png,precision
1107,340,204,62,precision08124.png,precision
523,461,159,77,precision07141.png,precision
602,652,220,234,precision2716.png,precision
-86,473,807,290,precision5136.png,precision
1137,284,240,92,precision08140.png,precision
1370,595,151,201,precision5875.png,precision
1382,831,128,89,precision6828.png,precision
1186,649,121,185,precision09808.png,precision
1314,693,185,151,precision3572.png,precision
603,375,147,120,precision07873.png,precision
1252,643,97,179,precision09613.png,precision
1146,263,310,321,precision09079.png,precision
1172,446,316,303,precision09441.png,precision
1290,482,156,231,precision0142.png,precision
620,648,194,252,precision2555.png,precision
562,616,205,262,precision2770.png,precision
793,705,228,181,precision2799.png,precision
501,368,141,98,precision07815.png,precision
576,345,186,140,precision08067.png,precision
614,674,214,257,precision2582.png,precision
570,380,189,136,precision07403.png,precision
613,575,192,175,precision1400.png,precision
600,484,192,268,precision1949.png,precision
1136,363,271,275,precision09066.png,precision
1156,727,96,82,precision5596.png,precision
610,321,113,101,precision07516.png,precision
692,456,204,289,precision5382.png,precision
1404,731,129,94,precision3379.png,precision
512,409,183,115,precision07453.png,precision
665,678,180,244,precision2550.png,precision
1095,180,236,124,precision08733.png,precision
741,870,209,100,precision1675.png,precision
944,704,183,191,precision2957.png,precision
611,447,139,100,precision07905.png,precision
1160,824,111,131,precision0650.png,precision
632,633,229,267,precision2610.png,precision
1163,445,219,230,precision09472.png,precision
1087,671,199,157,precision3527.png,precision
1072,516,191,245,precision0108.png,precision
691,693,217,198,precision2925.png,precision
1115,672,143,107,precision0324.png,precision
561,429,187,249,precision1935.png,precision
1131,241,154,89,precision08387.png,precision
588,724,206,198,precision2507.png,precision
1335,817,198,191,precision4403.png,precision
1222,723,146,118,precision6840.png,precision
381,380,220,128,precision07113.png,precision
1156,422,177,203,precision5317.png,precision
1096,604,176,210,precision09780.png,precision
1130,307,199,108,precision08780.png,precision
1233,206,213,75,precision08446.png,precision
1162,620,187,204,precision3779.png,precision
564,426,175,92,precision07337.png,precision
390,381,219,124,precision07112.png,precision
1047,237,228,105,precision08155.png,precision
1029,551,105,187,precision6104.png,precision
1218,451,239,267,precision09400.png,precision
702,702,213,189,precision2923.png,precision
342,362,288,360,precision2052.png,precision
-169,613,913,307,precision6552.png,precision
1406,345,219,85,precision08604.png,precision
630,389,215,142,precision07480.png,precision
1231,336,266,319,precision09115.png,precision
1398,459,252,231,precision4028.png,precision
1078,688,184,214,precision3785.png,precision
577,668,222,264,precision2579.png,precision
615,688,199,228,precision2531.png,precision
1500,577,167,225,precision09513.png,precision
563,449,153,90,precision07883.png,precision
521,297,174,111,precision07671.png,precision
554,406,193,103,precision07357.png,precision
788,515,132,150,precision1596.png,precision
883,699,159,167,precision0225.png,precision
1271,392,158,224,precision5706.png,precision
910,757,182,156,precision3013.png,precision
660,461,163,105,precision06872.png,precision
661,340,159,171,precision06971.png,precision
649,400,148,87,precision07968.png,precision
626,391,150,93,precision07043.png,precision
487,359,272,355,precision2011.png,precision
654,675,181,188,precision1848.png,precision
1292,335,236,276,precision09121.png,precision
525,449,142,154,precision07209.png,precision
1140,294,206,78,precision08198.png,precision
887,654,147,98,precision1713.png,precision
606,369,237,140,precision07496.png,precision
1113,595,177,283,precision09826.png,precision
739,568,147,197,precision1779.png,precision
1317,396,137,227,precision5707.png,precision
1169,539,219,241,precision09763.png,precision
705,726,155,170,precision2391.png,precision
962,678,177,105,precision6775.png,precision
530,868,249,189,precision6575.png,precision
1375,756,217,181,precision4128.png,precision
1195,761,104,138,precision0908.png,precision
552,401,162,89,precision07522.png,precision
1140,288,216,96,precision08103.png,precision
655,443,190,124,precision06902.png,precision
1162,930,146,91,precision3998.png,precision
1257,345,250,307,precision09118.png,precision
1244,428,200,293,precision09322.png,precision
518,379,170,127,precision07457.png,precision
710,384,155,102,precision07383.png,precision
1101,175,232,128,precision08732.png,precision
607,352,150,111,precision08013.png,precision
1314,820,191,186,precision4407.png,precision
1187,635,204,192,precision3841.png,precision
1308,907,159,86,precision0454.png,precision
447,413,197,127,precision07099.png,precision
1146,279,195,101,precision08715.png,precision
1310,300,202,95,precision08428.png,precision
968,574,170,132,precision4700.png,precision
713,664,180,235,precision2331.png,precision
684,660,210,258,precision2608.png,precision
453,563,214,190,precision1333.png,precision
1185,362,254,284,precision09062.png,precision
1176,427,249,260,precision09042.png,precision
605,622,191,139,precision1425.png,precision
968,687,170,166,precision2982.png,precision
656,661,214,245,precision2590.png,precision
1235,490,221,113,precision08964.png,precision
1053,774,131,148,precision0998.png,precision
778,749,159,169,precision2436.png,precision
255,412,330,381,precision6542.png,precision
1095,864,301,222,precision1506.png,precision
1313,470,252,231,precision3758.png,precision
553,367,184,103,precision08007.png,precision
1107,762,142,159,precision0957.png,precision
1301,919,155,69,precision0467.png,precision
948,698,186,144,precision6136.png,precision
1213,519,239,95,precision08957.png,precision
1410,719,130,94,precision3367.png,precision
1144,294,210,87,precision08102.png,precision
961,618,226,248,precision0068.png,precision
998,534,101,199,precision6100.png,precision
986,709,221,222,precision0053.png,precision
671,499,138,87,precision07735.png,precision
992,522,100,199,precision6098.png,precision
1184,468,211,269,precision09325.png,precision
904,617,187,135,precision4693.png,precision
1144,341,219,230,precision5699.png,precision
1302,358,251,263,precision09136.png,precision
1245,382,218,276,precision09466.png,precision
1244,523,223,95,precision08958.png,precision
615,358,147,112,precision08015.png,precision
1233,530,213,143,precision5904.png,precision
615,639,201,256,precision2556.png,precision
554,648,250,242,precision2788.png,precision
1101,701,221,207,precision5224.png,precision
1143,226,202,137,precision08720.png,precision
1101,705,225,204,precision5223.png,precision
727,674,175,193,precision2348.png,precision
-203,573,926,349,precision6549.png,precision
1330,272,239,257,precision09241.png,precision
1114,357,292,317,precision09271.png,precision
850,766,180,113,precision1541.png,precision
677,718,201,143,precision1495.png,precision
1187,234,230,81,precision08668.png,precision
739,562,150,202,precision1781.png,precision
981,466,204,160,precision0191.png,precision
1035,704,115,184,precision0505.png,precision
679,685,175,261,precision2327.png,precision
-297,510,971,406,precision6546.png,precision
624,730,182,214,precision2300.png,precision
-158,582,940,379,precision5123.png,precision
470,546,223,160,precision1341.png,precision
1049,636,165,159,precision4092.png,precision
674,701,186,145,precision1527.png,precision
1147,314,188,82,precision08711.png,precision
579,461,191,288,precision1923.png,precision
538,414,235,123,precision06928.png,precision
494,363,270,359,precision2010.png,precision
1050,594,187,208,precision09782.png,precision
1271,670,92,159,precision09744.png,precision
787,710,142,181,precision2370.png,precision
1180,199,221,106,precision08771.png,precision
1122,658,191,159,precision3529.png,precision
943,704,183,191,precision2955.png,precision
741,563,148,201,precision1780.png,precision
648,392,212,142,precision07481.png,precision
433,399,261,340,precision2072.png,precision
1136,766,130,158,precision0932.png,precision
375,445,209,105,precision07129.png,precision
477,579,270,277,precision2624.png,precision
1131,485,233,237,precision09383.png,precision
583,397,158,115,precision07327.png,precision
530,694,246,210,precision5116.png,precision
1190,891,112,74,precision5636.png,precision
681,507,130,88,precision07736.png,precision
1347,675,195,160,precision3568.png,precision
1154,388,283,292,precision09216.png,precision
912,457,209,208,precision5410.png,precision
862,796,182,114,precision1545.png,precision
766,709,164,169,precision2353.png,precision
1209,611,157,146,precision09334.png,precision
559,363,181,104,precision08008.png,precision
614,553,197,204,precision1748.png,precision
985,521,103,196,precision6097.png,precision
587,392,148,107,precision07466.png,precision
1474,592,147,128,precision3244.png,precision
1227,523,217,160,precision5906.png,precision
648,659,186,188,precision1846.png,precision
1133,261,209,118,precision08717.png,precision
674,661,178,203,precision1895.png,precision
1157,399,197,209,precision5321.png,precision
-225,528,830,324,precision5398.png,precision
-205,557,947,352,precision5127.png,precision
1183,270,284,307,precision09086.png,precision
641,358,154,130,precision07016.png,precision
1107,681,180,167,precision3523.png,precision
651,549,235,259,precision5187.png,precision
629,691,252,196,precision2791.png,precision
710,723,208,182,precision2921.png,precision
983,254,281,206,precision0179.png,precision
619,502,156,83,precision07940.png,precision
646,350,169,169,precision06970.png,precision
519,431,261,336,precision2061.png,precision
1182,763,177,141,precision4107.png,precision
1039,663,167,105,precision6767.png,precision
1529,541,171,181,precision5918.png,precision
1419,626,181,182,precision3548.png,precision
1149,311,263,63,precision08250.png,precision
1151,290,190,90,precision08714.png,precision
1140,808,184,162,precision4482.png,precision
878,790,152,129,precision1551.png,precision
1211,780,95,146,precision0880.png,precision
1161,754,102,155,precision0991.png,precision
880,787,154,131,precision1550.png,precision
578,434,142,76,precision07317.png,precision
490,573,263,278,precision2623.png,precision
1047,584,160,206,precision0408.png,precision
635,733,179,212,precision2299.png,precision
527,350,199,108,precision07061.png,precision
1193,468,222,109,precision08897.png,precision
1163,206,231,96,precision08767.png,precision
593,408,141,130,precision07868.png,precision
383,338,264,421,precision2096.png,precision
1110,294,159,111,precision08404.png,precision
984,558,166,131,precision4702.png,precision
1395,598,150,206,precision5872.png,precision
1106,665,145,118,precision0328.png,precision
629,712,174,219,precision2302.png,precision
1056,722,210,198,precision5233.png,precision
1046,223,271,205,precision0174.png,precision
612,435,159,299,precision1937.png,precision
972,753,133,165,precision1020.png,precision
939,703,187,193,precision2961.png,precision
771,745,204,173,precision2908.png,precision
695,695,154,185,precision1850.png,precision
1218,774,99,164,precision0866.png,precision
592,402,151,111,precision07326.png,precision
1134,415,249,243,precision4155.png,precision
1372,587,151,207,precision5877.png,precision
1137,274,243,76,precision08261.png,precision
541,379,174,129,precision07070.png,precision
737,758,203,165,precision2914.png,precision
-364,589,1035,445,precision5101.png,precision
1628,457,112,143,precision6256.png,precision
952,733,172,163,precision2998.png,precision
1411,258,202,204,precision09243.png,precision
1218,451,240,263,precision09354.png,precision
1125,289,167,66,precision08395.png,precision
1423,254,201,219,precision09244.png,precision
1153,391,173,56,precision08576.png,precision
1109,667,145,116,precision0326.png,precision
500,426,161,107,precision07171.png,precision
623,400,164,113,precision07032.png,precision
913,469,210,209,precision5409.png,precision
579,661,206,173,precision1304.png,precision
729,738,159,184,precision2401.png,precision
973,697,163,163,precision6139.png,precision
581,350,166,103,precision07052.png,precision
1268,392,232,258,precision09461.png,precision
1127,324,294,355,precision09270.png,precision
1155,654,172,162,precision0264.png,precision
558,405,165,118,precision06953.png,precision
628,401,164,116,precision07029.png,precision
609,599,175,153,precision1375.png,precision
664,400,239,145,precision07489.png,precision
585,472,136,113,precision07991.png,precision
1141,326,189,74,precision08128.png,precision
1123,557,197,205,precision09480.png,precision
-229,539,882,316,precision5297.png,precision
535,419,170,85,precision07523.png,precision
1068,810,177,157,precision4435.png,precision
1296,881,192,136,precision4121.png,precision
951,533,113,181,precision6094.png,precision
937,717,178,167,precision2990.png,precision
582,299,154,135,precision07291.png,precision
-177,616,919,311,precision6553.png,precision
949,455,215,205,precision0194.png,precision
1114,729,106,96,precision5600.png,precision
1286,415,199,131,precision08833.png,precision
511,562,141,61,precision07569.png,precision
275,795,185,239,precision5346.png,precision
1558,503,135,198,precision5806.png,precision
1149,349,246,117,precision08546.png,precision
1142,503,191,253,precision0132.png,precision
1054,793,181,159,precision4433.png,precision
-162,622,911,310,precision6555.png,precision
639,377,155,109,precision07472.png,precision
995,236,280,203,precision0177.png,precision
1053,666,163,106,precision6766.png,precision
1190,319,310,306,precision09205.png,precision
1132,292,216,77,precision08200.png,precision
1242,420,286,352,precision09414.png,precision
583,353,159,100,precision07784.png,precision
682,510,133,101,precision07737.png,precision
1153,673,101,153,precision6056.png,precision
1192,822,185,159,precision4670.png,precision
694,771,242,159,precision2887.png,precision
663,425,162,137,precision07729.png,precision
1290,363,236,276,precision09125.png,precision
564,415,235,137,precision06924.png,precision
710,376,138,139,precision07693.png,precision
783,573,200,175,precision0391.png,precision
537,565,225,164,precision1348.png,precision
1135,238,160,91,precision08386.png,precision
1167,251,238,79,precision08257.png,precision
615,682,195,229,precision2529.png,precision
1004,722,122,183,precision0632.png,precision
549,569,207,177,precision1418.png,precision
648,374,164,112,precision07020.png,precision
1197,471,223,106,precision08896.png,precision
650,694,192,146,precision1525.png,precision
627,513,231,158,precision1638.png,precision
1162,747,176,141,precision4106.png,precision
396,329,269,354,precision2024.png,precision
595,644,249,251,precision2673.png,precision
1231,350,265,303,precision09117.png,precision
1187,291,306,361,precision09296.png,precision
642,427,135,84,precision07598.png,precision
765,726,184,145,precision1534.png,precision
919,592,189,167,precision0206.png,precision
618,662,218,235,precision2714.png,precision
687,461,178,105,precision06910.png,precision
555,455,163,111,precision07157.png,precision
907,761,188,156,precision3028.png,precision
484,378,148,93,precision07809.png,precision
950,700,173,168,precision2986.png,precision
664,408,156,98,precision07954.png,precision
592,643,230,252,precision2704.png,precision
1049,522,205,265,precision0115.png,precision
1260,750,175,151,precision3580.png,precision
1390,576,110,203,precision09498.png,precision
575,650,234,251,precision2717.png,precision
1239,590,187,194,precision09697.png,precision
489,551,158,61,precision07571.png,precision
521,615,278,241,precision5358.png,precision
667,474,154,136,precision07742.png,precision
709,573,159,187,precision1776.png,precision
1135,391,299,303,precision09215.png,precision
492,351,271,373,precision2009.png,precision
821,751,211,144,precision2813.png,precision
1036,559,221,228,precision0116.png,precision
1468,533,176,189,precision5916.png,precision
1200,765,194,170,precision4005.png,precision
1144,347,283,61,precision08244.png,precision
1490,613,84,113,precision6243.png,precision
1001,740,213,189,precision0003.png,precision
707,729,161,176,precision2395.png,precision
1321,276,211,271,precision09088.png,precision
1118,302,230,73,precision08263.png,precision
623,646,219,248,precision2710.png,precision
-61,679,863,284,precision6559.png,precision
555,413,195,112,precision07001.png,precision
833,657,169,199,precision6183.png,precision
1355,892,156,105,precision4119.png,precision
1345,887,171,139,precision4459.png,precision
-506,379,1065,535,precision6539.png,precision
1104,387,227,108,precision08509.png,precision
1381,541,152,146,precision5066.png,precision
386,401,206,132,precision07122.png,precision
1208,789,90,143,precision0883.png,precision
1271,842,153,120,precision0445.png,precision
624,525,233,141,precision1639.png,precision
1296,412,181,156,precision08828.png,precision
1171,255,233,83,precision08255.png,precision
1119,582,215,231,precision4237.png,precision
1136,305,309,394,precision09230.png,precision
553,454,164,114,precision07921.png,precision
692,378,160,100,precision07380.png,precision
564,429,171,83,precision07446.png,precision
1310,535,216,233,precision5881.png,precision
541,388,156,122,precision07460.png,precision
467,341,254,393,precision2003.png,precision
1356,319,247,91,precision08607.png,precision
1201,474,222,99,precision08895.png,precision
703,541,148,197,precision1796.png,precision
639,379,203,144,precision07479.png,precision
671,727,230,139,precision1487.png,precision
835,547,183,198,precision0393.png,precision
1173,751,97,154,precision0989.png,precision
1279,530,149,146,precision5078.png,precision
965,285,283,206,precision0181.png,precision
1105,745,107,92,precision5603.png,precision
352,743,231,230,precision6526.png,precision
1021,525,224,172,precision0105.png,precision
1326,832,201,173,precision4124.png,precision
1136,677,178,164,precision3519.png,precision
743,426,123,138,precision07700.png,precision
682,536,263,281,precision5181.png,precision
1458,497,193,212,precision5797.png,precision
1112,400,247,103,precision08528.png,precision
725,672,149,184,precision1893.png,precision
1205,463,243,111,precision08937.png,precision
571,472,154,70,precision07579.png,precision
521,686,237,115,precision1661.png,precision
1257,613,188,213,precision09673.png,precision
548,408,168,111,precision06951.png,precision
1304,303,199,101,precision08427.png,precision
1211,737,139,174,precision2521.png,precision
725,566,155,193,precision1785.png,precision
1197,887,102,73,precision5637.png,precision
896,614,190,185,precision6083.png,precision
1094,250,185,96,precision08388.png,precision
657,654,155,278,precision2311.png,precision
516,398,246,382,precision1951.png,precision
1191,322,208,118,precision08552.png,precision
1092,988,149,84,precision3994.png,precision
595,592,201,153,precision1351.png,precision
1282,522,151,150,precision5076.png,precision
1540,216,186,205,precision6324.png,precision
654,452,184,284,precision5388.png,precision
1178,357,132,54,precision09013.png,precision
979,726,223,212,precision0045.png,precision
575,400,140,167,precision07219.png,precision
600,353,163,137,precision07006.png,precision
582,646,224,251,precision2743.png,precision
1274,614,267,223,precision4014.png,precision
1251,561,196,231,precision4203.png,precision
435,859,140,106,precision5289.png,precision
583,399,191,103,precision07369.png,precision
724,794,151,146,precision1861.png,precision
904,767,150,153,precision1048.png,precision
