l_hand_min_x,l_hand_min_y,l_hand_width,l_hand_height,r_hand_min_x,r_hand_min_y,r_hand_width,r_hand_height,object_min_x,object_min_y,object_width,object_height,picture_name,grasp
1067,534,76,122,1220,391,128,118,1230,394,218,361,salad03965.png,power
1128,662,169,107,1356,583,128,216,753,239,210,111,salad15941.png,power
1180,588,88,125,0,1080,0,0,1245,281,174,264,salad03996.png,power
0,0,0,0,1242,596,161,111,1185,531,274,258,salad15828.png,power
1920,1080,0,0,1006,758,230,100,503,318,62,162,salad00560.png,power
1271,635,166,108,1378,386,130,112,1228,495,253,204,salad15082.png,power
1072,608,131,89,0,0,0,0,1237,513,138,341,salad15867.png,power
1243,611,164,119,1529,454,208,214,955,348,232,149,salad15060.png,power
1920,1080,0,0,955,694,143,127,502,259,46,130,salad10210.png,power
1105,536,115,133,0,0,0,0,1432,531,519,202,salad03917.png,power
1060,561,156,82,1294,517,176,172,1258,418,263,384,salad15836.png,power
1053,764,210,123,0,1080,0,0,1255,131,37,59,salad00643.png,power
1237,644,226,168,0,0,0,0,1452,656,375,335,salad11575.png,power
0,0,0,0,520,313,134,93,1307,749,218,190,salad01298.png,power
1013,697,151,130,1524,297,178,142,753,231,50,129,salad10244.png,power
1163,456,127,144,1920,0,0,0,457,460,528,300,salad15163.png,power
1376,421,179,267,0,0,0,0,1859,768,121,114,salad15044.png,power
1023,550,195,179,1403,442,162,208,1209,574,200,210,salad01346.png,power
0,0,0,0,468,259,144,90,1920,1080,0,0,salad01210.png,power
1154,682,208,123,0,0,0,0,1518,666,454,237,salad10631.png,power
1920,1080,0,0,1286,644,193,124,782,285,112,281,salad04411.png,power
1920,1080,0,0,1435,327,165,201,449,334,62,160,salad00535.png,power
1088,626,189,121,1920,1080,0,0,199,289,82,160,salad11533.png,power
0,0,0,0,574,222,120,91,1920,1080,0,0,salad00905.png,power
0,0,0,0,1449,691,189,222,1198,706,338,290,salad09087.png,power
1161,589,188,119,1920,1080,0,0,0,0,0,0,salad10553.png,power
1047,615,187,146,408,272,143,87,1227,623,194,204,salad01335.png,power
1171,609,114,92,0,1080,0,0,1323,421,143,200,salad15014.png,power
1396,841,81,72,0,1080,0,0,1019,210,137,79,salad10370.png,power
1058,567,154,92,1284,526,144,188,1313,405,149,434,salad15840.png,power
1080,699,192,124,1920,1080,0,0,0,0,0,0,salad01316.png,power
0,0,0,0,1172,324,164,113,974,468,335,253,salad14056.png,power
0,0,0,0,471,282,142,87,1920,1080,0,0,salad01151.png,power
1108,478,142,133,1382,461,99,157,869,271,117,285,salad14217.png,power
1056,579,147,78,1275,534,178,153,1219,455,291,331,salad15833.png,power
1059,565,154,85,1290,523,177,165,1245,429,276,366,salad15835.png,power
0,0,0,0,1682,741,153,134,1634,746,68,259,salad11286.png,power
1060,614,174,168,1353,687,181,219,1208,723,93,329,salad11300.png,power
1234,789,111,109,1920,1080,0,0,0,0,0,0,salad11358.png,power
1128,638,165,122,1326,579,126,223,930,280,224,132,salad15956.png,power
0,0,0,0,1020,417,187,155,974,408,147,403,salad03856.png,power
1159,609,121,91,0,1080,0,0,1293,411,138,202,salad15012.png,power
0,0,0,0,1068,699,172,102,1171,637,180,465,salad10296.png,power
1064,665,185,128,482,272,128,107,1920,0,0,0,salad01326.png,power
0,0,0,0,1317,562,102,173,1239,746,220,192,salad00592.png,power
1041,436,112,100,1211,508,155,94,852,251,112,220,salad14133.png,power
1032,537,156,81,1403,516,149,144,979,293,114,241,salad15746.png,power
1067,526,138,151,0,0,0,0,1395,543,515,158,salad03890.png,power
1920,1080,0,0,956,695,147,128,490,261,46,130,salad10209.png,power
967,718,167,112,1370,750,139,111,1111,753,69,272,salad11393.png,power
1023,745,235,120,0,1080,0,0,1159,112,38,67,salad00663.png,power
0,0,0,0,614,296,117,93,1920,1080,0,0,salad01238.png,power
1121,648,180,120,1344,575,125,221,804,239,211,115,salad15945.png,power
949,477,111,174,1203,500,184,127,1205,572,350,317,salad03874.png,power
0,1080,0,0,1070,481,186,151,884,307,153,387,salad03850.png,power
0,0,0,0,1357,113,175,167,1146,654,279,460,salad10286.png,power
1920,1080,0,0,1124,523,176,101,864,229,102,209,salad14127.png,power
1251,804,104,88,1920,1080,0,0,0,0,0,0,salad11359.png,power
1079,625,192,123,1920,1080,0,0,234,286,77,157,salad11531.png,power
1920,1080,0,0,1263,499,128,86,846,272,119,228,salad14138.png,power
1135,647,180,96,1426,618,150,207,1512,465,80,431,salad15929.png,power
1181,595,102,116,0,1080,0,0,1260,281,182,264,salad03991.png,power
949,688,101,110,1326,661,133,159,1179,698,346,294,salad09097.png,power
1135,650,182,95,1420,612,140,214,1494,462,72,424,salad15931.png,power
1920,1080,0,0,1003,733,222,120,497,319,63,163,salad00563.png,power
0,0,0,0,1260,559,171,132,1199,488,289,298,salad15831.png,power
1295,652,169,115,0,1080,0,0,1116,408,228,170,salad15070.png,power
1073,527,134,155,1920,1080,0,0,0,0,0,0,salad03892.png,power
1156,444,117,101,0,0,0,0,1186,562,314,247,salad16004.png,power
1142,614,109,87,0,1080,0,0,1221,390,128,206,salad15007.png,power
1086,603,149,82,0,1080,0,0,1006,367,120,242,salad14939.png,power
983,675,172,131,0,1080,0,0,1676,167,310,296,salad00478.png,power
1290,658,177,107,1470,385,137,145,1323,631,43,100,salad15075.png,power
1249,641,153,89,0,0,0,0,1212,534,150,122,salad15096.png,power
1124,641,167,120,1321,579,129,218,897,267,220,127,salad15953.png,power
0,0,0,0,1120,596,95,85,1207,600,114,258,salad15529.png,power
1150,667,81,67,0,0,0,0,1116,530,189,345,salad10420.png,power
1077,626,189,126,1920,1080,0,0,275,281,71,153,salad11529.png,power
1211,656,216,150,0,0,0,0,1394,694,205,344,salad11562.png,power
0,1080,0,0,1191,342,127,115,1210,344,219,331,salad03968.png,power
0,0,0,0,633,315,105,88,1920,1080,0,0,salad01247.png,power
1114,618,129,94,0,0,0,0,1436,499,80,365,salad15899.png,power
1146,623,185,123,0,1080,0,0,1706,403,206,114,salad10568.png,power
0,0,0,0,1693,721,144,165,1443,478,214,155,salad11289.png,power
984,473,131,159,1222,463,214,169,700,429,394,250,salad14073.png,power
673,332,105,76,1140,561,131,94,748,246,115,168,salad03817.png,power
1920,1080,0,0,1011,668,207,171,99,374,133,172,salad00589.png,power
1091,547,162,123,1300,594,173,70,1293,681,330,284,salad25644.png,power
1130,637,198,140,1920,1080,0,0,56,297,99,170,salad11543.png,power
1155,684,208,125,1920,1080,0,0,0,0,0,0,salad10628.png,power
1543,458,273,353,1015,699,230,114,1261,713,232,200,salad00455.png,power
1920,1080,0,0,1484,477,283,320,152,326,79,161,salad10135.png,power
0,0,0,0,1053,754,219,126,1286,762,229,199,salad00631.png,power
1798,529,102,175,1920,1080,0,0,89,358,118,176,salad00490.png,power
0,0,0,0,622,315,115,99,1920,1080,0,0,salad01251.png,power
1070,699,152,88,1282,303,210,158,1172,632,168,468,salad10297.png,power
0,0,0,0,565,241,131,85,1920,1080,0,0,salad00911.png,power
1920,1080,0,0,1020,749,230,107,520,316,58,159,salad00553.png,power
1052,688,191,143,1357,679,164,111,0,0,0,0,salad01211.png,power
1920,1080,0,0,1439,292,179,203,514,319,58,158,salad00549.png,power
0,0,0,0,573,244,125,89,1920,1080,0,0,salad00913.png,power
1174,664,207,123,0,0,0,0,1561,631,511,276,salad10607.png,power
1030,519,134,148,0,0,0,0,1243,558,301,128,salad03884.png,power
987,722,188,119,1920,1080,0,0,178,350,103,173,salad00500.png,power
1920,1080,0,0,1445,143,173,146,676,145,48,128,salad10282.png,power
0,1080,0,0,1017,763,235,120,1219,121,36,62,salad00647.png,power
0,0,0,0,528,284,125,92,1920,1080,0,0,salad01143.png,power
1150,604,101,67,0,0,0,0,1239,595,148,303,salad15405.png,power
0,0,0,0,588,261,124,79,1920,1080,0,0,salad00919.png,power
1083,329,180,234,1258,518,155,186,0,1080,0,0,salad14100.png,power
1176,655,206,126,0,0,0,0,1565,618,513,285,salad10604.png,power
1242,655,152,94,0,0,0,0,1235,553,291,250,salad15103.png,power
1920,1080,0,0,964,512,128,144,0,0,0,0,salad03877.png,power
0,1080,0,0,1765,537,107,162,1656,162,292,315,salad00499.png,power
0,0,0,0,590,328,115,91,1920,1080,0,0,salad01263.png,power
1920,1080,0,0,1435,279,178,194,514,317,59,160,salad00555.png,power
1920,1080,0,0,1107,512,129,145,0,0,0,0,salad03939.png,power
1061,751,198,101,0,0,0,0,1447,810,210,178,salad00741.png,power
0,0,0,0,584,331,118,92,1920,1080,0,0,salad01265.png,power
0,0,0,0,1407,718,189,195,1214,708,354,279,salad09083.png,power
1007,733,173,118,1920,1080,0,0,0,0,0,0,salad11372.png,power
0,0,0,0,535,292,130,90,1920,1080,0,0,salad01141.png,power
1032,589,115,101,0,1080,0,0,982,338,109,241,salad15806.png,power
0,0,0,0,1004,818,174,70,1230,609,289,240,salad09027.png,power
1119,621,132,97,0,0,0,0,1449,494,82,368,salad15900.png,power
1002,708,201,125,1364,234,164,187,405,327,74,167,salad00574.png,power
0,1080,0,0,1210,689,118,84,1128,286,184,117,salad10395.png,power
1167,678,207,125,0,0,0,0,1851,683,136,369,salad10611.png,power
1127,622,137,97,1386,608,126,168,1477,489,105,372,salad15902.png,power
0,0,0,0,1286,563,117,108,1205,596,105,375,salad15243.png,power
1088,674,181,110,0,0,0,0,1253,717,96,309,salad11519.png,power
1010,708,194,117,1302,223,145,225,312,340,91,171,salad00580.png,power
1081,619,116,62,0,1080,0,0,990,360,118,242,salad14907.png,power
1920,0,0,0,1381,0,292,165,0,1080,0,0,salad00964.png,power
1920,1080,0,0,1451,480,269,297,0,0,0,0,salad00453.png,power
1920,1080,0,0,1076,721,159,128,163,308,86,154,salad10184.png,power
1290,507,172,88,0,1080,0,0,976,347,115,244,salad14861.png,power
0,0,0,0,599,262,112,85,1920,1080,0,0,salad00923.png,power
1155,580,131,90,0,0,0,0,1090,563,117,152,salad15149.png,power
1096,533,124,136,0,0,0,0,1426,538,515,194,salad03912.png,power
1079,691,192,118,0,0,0,0,1267,703,206,195,salad01318.png,power
1250,638,165,108,1551,436,148,209,1006,368,229,156,salad15063.png,power
1085,626,188,123,1920,1080,0,0,216,287,80,159,salad11532.png,power
1016,711,180,112,1532,643,147,73,0,0,0,0,salad11413.png,power
0,0,0,0,1317,536,183,84,1251,670,340,281,salad25627.png,power
1197,334,84,83,0,1080,0,0,1203,317,220,313,salad03970.png,power
1920,1080,0,0,1044,694,198,144,0,0,0,0,salad01215.png,power
1920,1080,0,0,1093,591,196,81,38,75,75,147,salad03844.png,power
1203,550,108,113,1920,1080,0,0,206,317,410,139,salad15025.png,power
0,0,0,0,1277,622,177,84,1291,677,321,287,salad25642.png,power
1171,444,111,100,0,1080,0,0,1186,421,270,175,salad15984.png,power
1920,1080,0,0,1502,662,266,284,69,332,92,164,salad10147.png,power
1177,478,122,100,1367,464,126,148,1362,382,92,212,salad15979.png,power
1134,650,183,95,1415,614,151,211,1502,463,75,430,salad15930.png,power
1170,591,142,96,0,0,0,0,831,470,401,269,salad15146.png,power
1920,1080,0,0,1001,577,154,165,797,284,113,279,salad04416.png,power
1274,576,132,62,0,1080,0,0,1000,364,119,242,salad14934.png,power
673,316,147,89,1139,563,137,98,745,246,116,168,salad03818.png,power
1920,0,0,0,1444,0,309,174,0,1080,0,0,salad00960.png,power
1057,533,144,91,1326,503,187,99,980,351,114,243,salad14867.png,power
975,722,165,109,1356,773,131,112,0,0,0,0,salad11391.png,power
1920,1080,0,0,1314,648,189,124,776,286,111,283,salad04409.png,power
1082,684,191,104,0,0,0,0,1254,730,97,309,salad11517.png,power
1134,658,178,97,1430,603,124,221,1474,458,67,420,salad15933.png,power
1920,1080,0,0,1003,575,163,160,788,285,112,280,salad04413.png,power
1078,626,189,124,1920,1080,0,0,253,284,75,156,salad11530.png,power
975,695,144,123,1547,358,186,182,683,244,47,126,salad10230.png,power
1044,714,152,122,1920,1080,0,0,267,289,72,143,salad10192.png,power
969,698,139,116,1573,379,178,185,1041,665,315,415,salad10226.png,power
1050,604,110,92,1232,626,114,120,1236,499,122,354,salad15844.png,power
1028,728,146,98,1528,272,177,146,1109,666,261,411,salad10251.png,power
1920,0,0,0,1574,318,237,219,0,1080,0,0,salad01219.png,power
957,697,139,123,1616,410,195,201,619,251,44,129,salad10221.png,power
1355,465,102,236,0,0,0,0,1718,608,237,186,salad15034.png,power
0,0,0,0,1178,657,109,82,1072,520,192,341,salad10399.png,power
1093,581,125,48,0,1080,0,0,981,279,115,242,salad15732.png,power
0,1080,0,0,1028,747,227,113,1163,113,37,66,salad00660.png,power
1012,706,155,120,1527,296,177,141,757,229,50,127,salad10245.png,power
1020,621,99,81,0,0,0,0,1216,534,192,294,salad15816.png,power
1122,623,133,95,0,0,0,0,1461,492,92,370,salad15901.png,power
1177,465,108,101,1364,460,124,144,1177,407,261,179,salad15981.png,power
1920,0,0,0,1488,0,301,180,0,1080,0,0,salad00958.png,power
1159,690,208,124,1920,1080,0,0,0,0,0,0,salad10624.png,power
1252,639,151,84,0,0,0,0,1254,538,273,221,salad15091.png,power
1920,1080,0,0,1439,292,179,203,516,318,58,159,salad00550.png,power
1920,1080,0,0,697,318,124,85,752,247,115,170,salad03816.png,power
996,704,146,115,1520,324,181,147,1077,672,279,398,salad10238.png,power
1115,743,198,113,1920,1080,0,0,0,0,0,0,salad01288.png,power
956,715,174,114,0,0,0,0,1105,753,69,284,salad11396.png,power
985,680,146,142,1532,337,186,166,705,242,47,130,salad10234.png,power
1075,636,157,73,0,0,0,0,1304,488,153,378,salad15880.png,power
1920,1080,0,0,1518,307,179,149,745,233,50,127,salad10242.png,power
1920,1080,0,0,1510,652,150,74,0,0,0,0,salad11409.png,power
960,697,140,121,1592,387,179,195,1038,667,318,411,salad10224.png,power
0,1080,0,0,1016,765,252,103,1165,111,38,66,salad00659.png,power
0,0,0,0,975,735,230,114,1209,742,226,197,salad00512.png,power
1037,542,146,76,1361,557,129,155,977,298,114,241,salad15750.png,power
1037,744,222,116,0,1080,0,0,1200,136,42,70,salad00671.png,power
1269,632,159,101,1355,397,130,104,1235,506,254,209,salad15084.png,power
1085,669,182,115,0,0,0,0,1252,711,96,310,salad11520.png,power
992,532,126,129,0,0,0,0,1205,556,301,143,salad03880.png,power
1053,594,158,85,0,0,0,0,1273,510,116,276,salad15790.png,power
1920,1080,0,0,998,612,142,129,801,284,113,279,salad04417.png,power
1086,703,189,119,1920,1080,0,0,0,0,0,0,salad01315.png,power
1920,1080,0,0,1095,509,230,177,148,416,110,198,salad00432.png,power
1148,643,173,100,1528,626,143,195,1666,502,208,407,salad15916.png,power
1209,641,221,174,0,0,0,0,1399,694,215,345,salad11563.png,power
0,0,0,0,1036,611,161,93,960,663,94,272,salad25673.png,power
1804,526,94,173,1920,1080,0,0,61,365,118,178,salad00487.png,power
1037,729,146,98,1532,248,170,134,1118,667,251,415,salad10259.png,power
980,695,180,130,1795,535,93,175,1696,151,274,265,salad00492.png,power
1128,540,119,130,1920,1080,0,0,0,0,0,0,salad03933.png,power
0,0,0,0,588,286,106,89,1920,1080,0,0,salad01230.png,power
1205,502,131,152,0,1080,0,0,1091,238,101,175,salad14108.png,power
908,489,171,171,1411,550,191,94,1325,687,350,281,salad25658.png,power
1113,746,199,110,522,327,120,94,1920,0,0,0,salad01282.png,power
0,0,0,0,1045,751,214,133,1671,570,184,135,salad00602.png,power
1222,769,124,121,1920,1080,0,0,0,0,0,0,salad11356.png,power
1067,676,192,127,509,279,115,96,1920,0,0,0,salad01323.png,power
1041,551,139,73,0,1080,0,0,977,299,114,240,salad15751.png,power
1146,622,187,122,1920,1080,0,0,0,0,0,0,salad10566.png,power
1621,474,65,200,0,1080,0,0,899,335,223,145,salad15057.png,power
1139,466,127,94,0,0,0,0,1179,570,314,272,salad16009.png,power
1027,616,208,127,378,257,139,92,1225,606,194,206,salad01338.png,power
1920,1080,0,0,983,574,146,161,811,285,112,276,salad04420.png,power
1252,628,154,99,1309,435,122,74,1249,530,270,221,salad15089.png,power
1162,638,212,130,1920,1080,0,0,0,0,0,0,salad10595.png,power
0,1080,0,0,1378,814,89,107,1003,208,134,72,salad10367.png,power
1073,612,122,89,1320,563,138,174,1293,448,194,407,salad15860.png,power
1149,632,166,106,1513,614,129,176,1632,496,189,392,salad15912.png,power
835,491,174,167,1419,525,209,131,1335,687,350,277,salad25661.png,power
1920,1080,0,0,976,740,208,109,0,0,0,0,salad00759.png,power
1166,561,139,104,1364,508,114,184,1083,340,242,156,salad15970.png,power
0,0,0,0,1272,683,135,160,1232,602,298,254,salad09030.png,power
1287,656,179,108,1449,388,124,138,1345,706,46,209,salad15077.png,power
1135,662,176,95,1420,599,110,214,651,240,213,109,salad15935.png,power
1353,502,116,189,0,1080,0,0,952,179,100,196,salad15209.png,power
0,0,0,0,536,293,116,100,1293,736,215,192,salad01305.png,power
1168,644,197,140,0,0,0,0,1336,685,162,332,salad11552.png,power
0,1080,0,0,1315,597,129,157,975,314,112,240,salad15767.png,power
1173,519,130,104,1368,480,121,170,1364,454,104,361,salad15974.png,power
1069,677,184,121,1920,1080,0,0,0,0,0,0,salad01324.png,power
1920,0,0,0,1364,0,285,158,0,1080,0,0,salad00966.png,power
0,0,0,0,1169,499,189,133,1184,565,329,341,salad03872.png,power
0,0,0,0,1029,763,255,123,1279,774,230,195,salad00623.png,power
0,0,0,0,1218,388,119,98,1221,375,219,350,salad03966.png,power
1016,556,198,171,1373,475,178,214,0,0,0,0,salad01347.png,power
1920,1080,0,0,1000,740,227,112,396,342,67,162,salad00527.png,power
0,0,0,0,633,316,104,96,1920,1080,0,0,salad01252.png,power
1144,645,174,98,1525,626,141,200,1664,501,205,410,salad15917.png,power
1170,647,209,126,0,0,0,0,1846,661,146,372,salad10598.png,power
0,0,0,0,981,729,189,118,1178,744,198,177,salad00760.png,power
1073,728,204,132,1526,553,214,99,0,0,0,0,salad00898.png,power
731,521,151,120,1088,582,174,102,945,661,95,274,salad25671.png,power
0,0,0,0,577,332,113,92,1920,1080,0,0,salad01267.png,power
1009,737,178,106,0,0,0,0,1164,767,77,253,salad11366.png,power
1100,534,117,132,0,0,0,0,1423,538,511,189,salad03908.png,power
1127,660,170,106,1353,580,124,212,765,239,212,112,salad15942.png,power
0,0,0,0,1030,763,243,126,1274,777,226,190,salad00622.png,power
1045,636,196,129,423,268,141,99,1920,0,0,0,salad01332.png,power
1240,630,240,184,1626,451,294,346,0,0,0,0,salad11577.png,power
1110,641,110,81,0,0,0,0,1213,588,187,367,salad15249.png,power
1092,673,109,97,0,0,0,0,1326,720,354,306,salad09153.png,power
1061,677,179,108,1289,420,206,151,1192,623,104,465,salad10301.png,power
711,210,145,129,1101,602,188,78,798,244,154,352,salad03842.png,power
1083,531,136,145,1920,1080,0,0,0,0,0,0,salad03895.png,power
0,0,0,0,1287,534,165,98,1238,669,377,276,salad25618.png,power
1063,740,206,140,1920,1080,0,0,0,0,0,0,salad00638.png,power
1103,722,199,114,518,297,133,102,1298,740,215,192,salad01303.png,power
982,690,183,117,0,1080,0,0,1678,169,307,303,salad00475.png,power
0,0,0,0,584,285,117,95,1920,1080,0,0,salad00937.png,power
1025,721,180,109,1920,1080,0,0,0,0,0,0,salad11416.png,power
0,0,0,0,567,239,131,80,1920,1080,0,0,salad00910.png,power
1584,463,93,210,1920,1080,0,0,801,311,229,137,salad15052.png,power
1068,545,141,102,0,1080,0,0,981,353,115,244,salad14870.png,power
1149,624,158,101,1464,615,134,168,1578,496,176,377,salad15908.png,power
1920,1080,0,0,1109,539,120,129,0,0,0,0,salad03919.png,power
1920,0,0,0,1412,0,301,173,0,1080,0,0,salad00962.png,power
1162,637,191,142,0,0,0,0,1324,682,147,332,salad11550.png,power
1104,479,206,147,1920,1080,0,0,243,389,92,193,salad00425.png,power
1225,676,213,131,0,0,0,0,1422,686,296,339,salad11567.png,power
0,1080,0,0,1368,804,92,122,999,207,137,69,salad10366.png,power
963,718,169,112,1379,737,129,118,1109,754,69,280,salad11394.png,power
0,0,0,0,1266,693,128,148,1229,615,286,237,salad09026.png,power
0,0,0,0,580,251,125,82,1319,751,229,187,salad00915.png,power
0,0,0,0,1057,649,104,79,1145,600,58,398,salad15701.png,power
1125,655,174,112,1350,578,125,210,778,238,210,114,salad15943.png,power
1091,333,182,232,1258,511,155,197,1292,468,111,235,salad14099.png,power
1920,0,0,0,1451,0,284,180,0,1080,0,0,salad00983.png,power
0,0,0,0,1427,708,186,205,1224,711,383,287,salad09084.png,power
1141,616,156,107,1348,553,123,203,997,300,232,141,salad15962.png,power
953,515,169,142,1394,572,186,84,1316,688,360,285,salad25656.png,power
1079,546,166,124,1330,578,158,82,1296,681,334,289,salad25646.png,power
1023,704,204,137,1319,518,101,178,1828,691,181,135,salad00591.png,power
1107,712,187,117,530,292,122,101,1290,732,214,192,salad01307.png,power
1072,634,192,124,1920,1080,0,0,347,276,60,146,salad11526.png,power
1060,695,165,118,1306,118,170,165,532,143,42,128,salad10289.png,power
0,0,0,0,1328,764,95,157,1237,661,254,292,salad10363.png,power
1027,584,123,97,0,1080,0,0,983,339,109,241,salad15809.png,power
955,710,172,116,0,0,0,0,1102,748,70,282,salad11398.png,power
1216,469,132,143,1920,1080,0,0,611,277,243,123,salad15043.png,power
1132,565,135,137,1272,538,167,84,1255,664,334,277,salad25612.png,power
0,0,0,0,1210,327,166,142,1215,700,131,297,salad14059.png,power
1920,1080,0,0,993,726,224,124,334,347,75,165,salad00519.png,power
1088,708,189,115,527,283,125,106,1920,0,0,0,salad01314.png,power
0,0,0,0,1262,697,129,142,1228,621,284,233,salad09025.png,power
1135,629,164,103,1340,565,128,210,1344,450,83,297,salad15960.png,power
1920,1080,0,0,1126,579,164,103,719,232,120,169,salad03831.png,power
0,0,0,0,568,221,126,85,1920,1080,0,0,salad00904.png,power
951,529,116,153,1280,395,198,194,834,441,367,251,salad14067.png,power
0,0,0,0,570,277,118,110,1920,1080,0,0,salad01137.png,power
1051,677,104,104,0,0,0,0,1273,721,343,308,salad09143.png,power
1920,1080,0,0,1429,302,175,213,492,326,58,158,salad00543.png,power
1059,614,174,170,1390,680,167,232,1204,724,96,330,salad11299.png,power
1175,588,92,126,0,1080,0,0,1240,281,171,262,salad03997.png,power
1118,539,130,129,0,0,0,0,1452,539,533,187,salad03934.png,power
1146,628,187,121,1920,1080,0,0,0,0,0,0,salad10574.png,power
1243,620,164,116,1548,448,177,211,971,354,230,153,salad15061.png,power
1056,595,137,86,0,0,0,0,1227,531,117,249,salad15792.png,power
1194,592,127,109,0,0,0,0,1374,589,84,265,salad15018.png,power
1137,565,137,122,1311,540,175,83,1246,670,353,279,salad25625.png,power
1083,743,207,108,574,217,125,86,1920,0,0,0,salad00902.png,power
996,666,188,149,0,1080,0,0,1726,207,316,329,salad00465.png,power
860,491,171,168,1420,533,208,118,1333,687,347,279,salad25660.png,power
1109,752,203,106,525,327,113,90,1920,0,0,0,salad01286.png,power
1144,617,188,119,1920,1080,0,0,0,0,0,0,salad10563.png,power
1052,543,170,129,1344,588,160,81,1301,686,337,290,salad25649.png,power
982,478,122,165,1229,456,220,168,726,430,389,248,salad14072.png,power
0,0,0,0,572,294,121,95,1920,1080,0,0,salad00953.png,power
1920,1080,0,0,1441,295,172,201,508,321,58,158,salad00547.png,power
1920,1080,0,0,1317,391,107,210,126,369,128,171,salad00588.png,power
1097,700,187,132,536,288,115,102,1283,726,210,191,salad01310.png,power
0,1080,0,0,1058,767,208,114,1317,152,39,57,salad00637.png,power
961,713,169,116,1385,728,134,119,1107,755,69,284,salad11395.png,power
0,0,0,0,561,292,132,98,1920,1080,0,0,salad00951.png,power
1134,624,135,95,0,0,0,0,1493,490,118,372,salad15903.png,power
1920,1080,0,0,1091,579,200,86,46,73,92,145,salad03845.png,power
0,0,0,0,1641,439,176,255,1854,790,130,128,salad00510.png,power
1151,683,212,124,0,0,0,0,1520,668,456,235,salad10630.png,power
1126,565,138,139,1272,543,165,75,1257,663,335,277,salad25611.png,power
1045,630,195,134,424,270,150,93,1228,635,195,201,salad01333.png,power
1245,628,166,115,1556,442,156,216,988,361,230,155,salad15062.png,power
950,489,117,168,0,0,0,0,1161,526,258,196,salad03875.png,power
1174,526,146,97,0,1080,0,0,933,187,102,203,salad15212.png,power
0,0,0,0,1046,770,238,113,1292,758,230,201,salad00628.png,power
1920,1080,0,0,1004,700,193,127,330,337,87,169,salad00579.png,power
1287,727,119,155,0,1080,0,0,977,189,137,67,salad10360.png,power
1141,624,144,92,1429,607,127,165,1530,492,142,374,salad15905.png,power
1920,1080,0,0,1438,281,180,198,518,316,59,160,salad00554.png,power
1021,745,207,109,1430,333,174,208,443,336,63,160,salad00534.png,power
1195,589,129,110,0,0,0,0,1372,595,82,288,salad15019.png,power
1145,642,167,92,1516,627,100,187,1609,491,144,420,salad15921.png,power
1920,1080,0,0,1028,709,152,123,322,280,63,139,salad10196.png,power
0,0,0,0,568,241,128,89,1316,751,229,190,salad00912.png,power
1920,1080,0,0,1126,583,163,97,723,229,120,170,salad03832.png,power
1233,649,223,158,0,0,0,0,1443,665,361,334,salad11573.png,power
1111,752,224,115,554,287,122,95,1920,0,0,0,salad01138.png,power
0,0,0,0,1352,792,97,127,1235,660,262,290,salad10365.png,power
989,722,188,125,1749,512,160,179,1261,113,213,155,salad00501.png,power
1098,706,190,127,517,291,137,102,1288,730,213,192,salad01308.png,power
1006,726,175,118,1920,1080,0,0,0,0,0,0,salad11378.png,power
1220,668,227,144,0,0,0,0,1416,689,272,342,salad11566.png,power
0,0,0,0,1029,787,256,108,1279,800,236,182,salad00615.png,power
1060,555,114,77,0,1080,0,0,980,286,114,241,salad15740.png,power
0,0,0,0,1039,433,196,168,930,358,146,402,salad03853.png,power
1189,598,141,107,0,1080,0,0,1374,438,153,197,salad15017.png,power
1546,467,185,209,0,1080,0,0,917,339,229,147,salad15058.png,power
1031,607,197,125,1477,367,159,225,1215,582,198,210,salad01344.png,power
1920,1080,0,0,1429,264,171,189,489,319,63,163,salad00565.png,power
1073,622,132,94,0,1080,0,0,1031,366,111,238,salad15884.png,power
1920,1080,0,0,977,698,151,127,441,265,50,133,salad10205.png,power
0,0,0,0,1022,756,225,131,1256,773,230,192,salad00650.png,power
0,0,0,0,610,295,116,89,1920,1080,0,0,salad01236.png,power
0,0,0,0,994,572,47,184,1236,682,398,331,salad09048.png,power
1039,712,150,121,1920,1080,0,0,295,285,66,141,salad10194.png,power
1030,596,185,132,1428,410,172,210,1212,578,199,211,salad01345.png,power
0,0,0,0,1296,530,161,175,1202,559,200,210,salad01350.png,power
1200,565,118,110,0,0,0,0,1375,589,92,315,salad15022.png,power
1920,1080,0,0,1537,220,165,118,759,180,52,128,salad10269.png,power
988,726,207,118,0,0,0,0,1190,749,203,174,salad00757.png,power
1097,466,139,177,1920,1080,0,0,0,0,0,0,salad03945.png,power
0,0,0,0,619,328,108,85,1920,1080,0,0,salad01256.png,power
1139,607,100,93,0,0,0,0,1232,601,135,299,salad15407.png,power
0,0,0,0,1293,534,206,86,1229,669,390,284,salad25630.png,power
1105,537,124,131,1920,1080,0,0,0,0,0,0,salad03918.png,power
1150,460,116,94,0,0,0,0,1185,572,316,257,salad16007.png,power
1012,738,175,108,1920,1080,0,0,0,0,0,0,salad11365.png,power
1059,648,184,128,466,268,120,104,1920,0,0,0,salad01329.png,power
1112,746,200,112,526,332,121,94,1920,0,0,0,salad01284.png,power
1153,682,207,124,0,1080,0,0,1764,468,214,113,salad10633.png,power
1004,726,177,119,1920,1080,0,0,0,0,0,0,salad11379.png,power
1920,1080,0,0,1428,304,174,206,488,328,58,160,salad00542.png,power
1920,1080,0,0,1123,584,170,97,726,225,120,173,salad03833.png,power
