Time,left_none,left_precision,left_power,separator,right_none,right_precision,right_power
2152.7 sec,0,0,0,0,0,0,0
2152.7 sec,0,0,0,0,0,0,0
2152.8 sec,0,0,0,0,0,0,0
2152.8 sec,0,0,0,0,0,0,0
2152.8 sec,0,0,0,0,0,0,0
2152.8 sec,0,0,0,0,0,0,0
2152.8 sec,0,0,0,0,0,0,0
2152.9 sec,0,0,0,0,0,0,0
2152.9 sec,0,0,0,0,0,0,0
2152.9 sec,0,0,0,0,0,0,0
2152.9 sec,0,0,0,0,0,0,0
2152.9 sec,0,0,0,0,0,0,0
2153 sec,0,0,0,0,0,0,0
2153 sec,0,0,0,0,0,0,0
2153 sec,0,0,0,0,0,0,0
2153 sec,0,0,0,0,0,0,0
2153 sec,0,0,0,0,0,0,0
2153.1 sec,0,0,0,0,0,0,0
2153.1 sec,0,0,0,0,0,0,0
2153.1 sec,0,0,0,0,0,0,0
2153.1 sec,0,0,0,0,0,0,0
2153.1 sec,0,0,0,0,0,0,0
2153.2 sec,0,0,0,0,0,0,0
2153.2 sec,0,0,0,0,0,0,0
2153.2 sec,0,0,0,0,0,0,0
2153.2 sec,0,0,0,0,0,0,0
2153.2 sec,0,0,0,0,0,0,0
2153.3 sec,0,0,0,0,0,0,0
2153.3 sec,0,0,0,0,0,0,0
2153.3 sec,0,0,0,0,0,0,0
2153.3 sec,0,0,0,0,0,0,0
2153.3 sec,0,0,0,0,0,0,0
2153.4 sec,0,0,0,0,0,0,0
2153.4 sec,0,0,0,0,0,0,0
2153.4 sec,0,0,0,0,0,0,0
2153.4 sec,0,0,0,0,0,0,0
2153.4 sec,0,0,0,0,0,0,0
2153.5 sec,0,0,0,0,0,0,0
2153.5 sec,0,0,0,0,0,0,0
2153.5 sec,0,0,0,0,0,0,0
2153.5 sec,0,0,0,0,0,0,0
2153.5 sec,0,0,0,0,0,0,0
2153.6 sec,0,0,0,0,0,0,0
2153.6 sec,0,0,0,0,0,0,0
2153.6 sec,0,0,0,0,0,0,0
2153.6 sec,0,0,0,0,0,0,0
2153.6 sec,0,0,0,0,0,0,0
2153.7 sec,0,0,0,0,0,0,0
2153.7 sec,0,0,0,0,0,0,0
2153.7 sec,0,0,0,0,0,0,0
2153.7 sec,0,0,0,0,0,0,0
2153.7 sec,0,0,0,0,0,0,0
2153.8 sec,0,0,0,0,0,0,0
2153.8 sec,0,0,0,0,0,0,0
2153.8 sec,0,0,0,0,0,0,0
2153.8 sec,0,0,0,0,0,0,0
2153.8 sec,0,0,0,0,0,0,0
2153.9 sec,0,0,0,0,0,0,0
2153.9 sec,0,0,0,0,0,0,0
2153.9 sec,0,0,0,0,0,0,0
2153.9 sec,0,0,0,0,0,0,0
2153.9 sec,0,0,0,0,0,0,0
2154 sec,0,0,0,0,0,0,0
2154 sec,0,0,0,0,0,0,0
2154 sec,0,0,0,0,0,0,0
2154 sec,0,0,0,0,0,0,0
2154 sec,0,0,0,0,0,0,0
2154.1 sec,0,0,0,0,0,0,0
2154.1 sec,0,0,0,0,0,0,0
2154.1 sec,0,0,0,0,0,0,0
2154.1 sec,0,0,0,0,0,0,0
2154.1 sec,0,0,0,0,0,0,0
2154.2 sec,0,0,0,0,0,0,0
2154.2 sec,0,0,0,0,0,0,0
2154.2 sec,0,0,0,0,0,0,0
2154.2 sec,0,0,0,0,0,0,0
2154.2 sec,0,0,0,0,0,0,0
2154.3 sec,0,0,0,0,0,0,0
2154.3 sec,0,0,0,0,0,0,0
2154.3 sec,0,0,0,0,0,0,0
2154.3 sec,0,0,0,0,0,0,0
2154.3 sec,0,0,0,0,0,0,0
2154.4 sec,0,0,0,0,0,0,0
2154.4 sec,0,0,0,0,0,0,0
2154.4 sec,0,0,0,0,0,0,0
2154.4 sec,0,0,0,0,0,0,0
2154.4 sec,0,0,0,0,0,0,0
2154.5 sec,0,0,0,0,0,0,0
2154.5 sec,0,0,0,0,0,0,0
2154.5 sec,0,0,0,0,0,0,0
2154.5 sec,0,0,0,0,0,0,0
2154.5 sec,0,0,0,0,0,0,0
2154.6 sec,0,0,0,0,0,0,0
2154.6 sec,0,0,0,0,0,0,0
2154.6 sec,0,0,0,0,0,0,0
2154.6 sec,0,0,0,0,0,0,0
2154.6 sec,0,0,0,0,0,0,0
2154.7 sec,0,0,0,0,0,0,0
2154.7 sec,0,0,0,0,0,0,0
2154.7 sec,0,0,0,0,0,0,0
2154.7 sec,0,0,0,0,0,0,0
2154.7 sec,0,0,0,0,0,0,0
2154.8 sec,0,0,0,0,0,0,0
2154.8 sec,0,0,0,0,0,0,0
2154.8 sec,0,0,0,0,0,0,0
2154.8 sec,0,0,0,0,0,0,0
2154.8 sec,0,0,0,0,0,0,0
2154.9 sec,0,0,0,0,0,0,0
2154.9 sec,0,0,0,0,0,0,0
2154.9 sec,0,0,0,0,0,0,0
2154.9 sec,0,0,0,0,0,0,0
2154.9 sec,0,0,0,0,0,0,0
2155 sec,0,0,0,0,0,0,0
2155 sec,0,0,0,0,0,0,0
2155 sec,0,0,0,0,0,0,0
2155 sec,0,0,0,0,0,0,0
2155 sec,0,0,0,0,0,0,0
2155.1 sec,0,0,0,0,0,0,0
2155.1 sec,0,0,0,0,0,0,0
2155.1 sec,0,0,0,0,0,0,0
2155.1 sec,0,0,0,0,0,0,0
2155.1 sec,0,0,0,0,0,0,0
2155.2 sec,0,0,0,0,0,0,0
2155.2 sec,0,0,0,0,0,0,0
2155.2 sec,0,0,0,0,0,0,0
2155.2 sec,0,0,0,0,0,0,0
2155.2 sec,0,0,0,0,0,0,0
2155.3 sec,0,0,0,0,0,0,0
2155.3 sec,0,0,0,0,0,0,0
2155.3 sec,0,0,0,0,0,0,0
2155.3 sec,0,0,0,0,0,0,0
2155.3 sec,0,0,0,0,0,0,0
2155.4 sec,0,0,0,0,0,0,0
2155.4 sec,0,0,0,0,0,0,0
2155.4 sec,0,0,0,0,0,0,0
2155.4 sec,0,0,0,0,0,0,0
2155.4 sec,0,0,0,0,0,0,0
2155.5 sec,0,0,0,0,0,0,0
2155.5 sec,0,0,0,0,0,0,0
2155.5 sec,0,0,0,0,0,0,0
2155.5 sec,0,0,0,0,0,0,0
2155.5 sec,0,0,0,0,0,0,0
2155.6 sec,0,0,0,0,0,0,0
2155.6 sec,0,0,0,0,0,0,0
2155.6 sec,0,0,0,0,0,0,0
2155.6 sec,0,0,0,0,0,0,0
2155.6 sec,0,0,0,0,0,0,0
2155.7 sec,0,0,0,0,0,0,0
2155.7 sec,0,0,0,0,0,0,0
2155.7 sec,0,0,0,0,0,0,0
2155.7 sec,0,0,0,0,0,0,0
2155.7 sec,0,0,0,0,0,0,0
2155.8 sec,0,0,0,0,0,0,0
2155.8 sec,0,0,0,0,0,0,0
2155.8 sec,0,0,0,0,0,0,0
2155.8 sec,0,0,0,0,0,0,0
2155.8 sec,0,0,0,0,0,0,0
2155.9 sec,0,0,0,0,0,0,0
2155.9 sec,0,0,0,0,0,0,0
2155.9 sec,0,0,0,0,0,0,0
2155.9 sec,0,0,0,0,0,0,0
2155.9 sec,0,0,0,0,0,0,0
2156 sec,0,0,0,0,0,0,0
2156 sec,0,0,0,0,0,0,0
2156 sec,0,0,0,0,0,0,0
2156 sec,0,0,0,0,0,0,0
2156 sec,0,0,0,0,0,0,0
2156.1 sec,0,0,0,0,0,0,0
2156.1 sec,0,0,0,0,0,0,0
2156.1 sec,0,0,0,0,0,0,0
2156.1 sec,0,0,0,0,0,0,0
2156.1 sec,0,0,0,0,0,0,0
2156.2 sec,0,0,0,0,0,0,0
2156.2 sec,0,0,0,0,0,0,0
2156.2 sec,0,0,0,0,0,0,0
2156.2 sec,0,0,0,0,0,0,0
2156.2 sec,0,0,0,0,0,0,0
2156.3 sec,0,0,0,0,0,0,0
2156.3 sec,0,0,0,0,0,0,0
2156.3 sec,0,0,0,0,0,0,0
2156.3 sec,0,0,0,0,0,0,0
2156.3 sec,0,0,0,0,0,0,0
2156.4 sec,0,0,0,0,0,0,0
2156.4 sec,0,0,0,0,0,0,0
2156.4 sec,0,0,0,0,0,0,0
2156.4 sec,0,0,0,0,0,0,0
2156.4 sec,0,0,0,0,0,0,0
2156.5 sec,0,0,0,0,0,0,0
2156.5 sec,0,0,0,0,0,0,0
2156.5 sec,0,0,0,0,0,0,0
2156.5 sec,0,0,0,0,0,0,0
2156.5 sec,0,0,0,0,0,0,0
2156.6 sec,0,0,0,0,0,0,0
2156.6 sec,0,0,0,0,0,0,0
2156.6 sec,0,0,0,0,0,0,0
2156.6 sec,0,0,0,0,0,0,0
2156.6 sec,0,0,0,0,0,0,0
2156.7 sec,0,0,0,0,0,0,0
2156.7 sec,0,0,0,0,0,0,0
2156.7 sec,0,0,0,0,0,0,0
2156.7 sec,0,0,0,0,0,0,0
2156.7 sec,0,0,0,0,0,0,0
2156.8 sec,0,0,0,0,0,0,0
2156.8 sec,0,0,0,0,0,0,0
2156.8 sec,0,0,0,0,0,0,0
2156.8 sec,0,0,0,0,0,0,0
2156.8 sec,0,0,0,0,0,0,0
2156.9 sec,0,0,0,0,0,0,0
2156.9 sec,0,0,0,0,0,0,0
2156.9 sec,0,0,0,0,0,0,0
2156.9 sec,0,0,0,0,0,0,0
2156.9 sec,0,0,0,0,0,0,0
2157 sec,0,0,0,0,0,0,0
2157 sec,0,0,0,0,0,0,0
2157 sec,0,0,0,0,0,0,0
2157 sec,0,0,0,0,0,0,0
2157 sec,0,0,0,0,0,0,0
2157.1 sec,0,0,0,0,0,0,0
2157.1 sec,0,0,0,0,0,0,0
2157.1 sec,0,0,0,0,0,0,0
2157.1 sec,0,0,0,0,0,0,0
2157.1 sec,0,0,0,0,0,0,0
2157.2 sec,0,0,0,0,0,0,0
2157.2 sec,0,0,0,0,0,0,0
2157.2 sec,0,0,0,0,0,0,0
2157.2 sec,0,0,0,0,0,0,0
2157.2 sec,0,0,0,0,0,0,0
2157.3 sec,0,0,0,0,0,0,0
2157.3 sec,0,0,0,0,0,0,0
2157.3 sec,0,0,0,0,0,0,0
2157.3 sec,0,0,0,0,0,0,0
2157.3 sec,0,0,0,0,0,0,0
2157.4 sec,0,0,0,0,0,0,0
2157.4 sec,0,0,0,0,0,0,0
2157.4 sec,0,0,0,0,0,0,0
2157.4 sec,0,0,0,0,0,0,0
2157.4 sec,0,0,0,0,0,0,0
2157.5 sec,0,0,0,0,0,0,0
2157.5 sec,0,0,0,0,0,0,0
2157.5 sec,0,0,0,0,0,0,0
2157.5 sec,0,0,0,0,0,0,0
2157.5 sec,0,0,0,0,0,0,0
2157.6 sec,0,0,0,0,0,0,0
2157.6 sec,0,0,0,0,0,0,0
2157.6 sec,0,0,0,0,0,0,0
2157.6 sec,0,0,0,0,0,0,0
2157.6 sec,0,0,0,0,0,0,0
2157.7 sec,0,0,0,0,0,0,0
2157.7 sec,0,0,0,0,0,0,0
2157.7 sec,0,0,0,0,0,0,0
2157.7 sec,0,0,0,0,0,0,0
2157.7 sec,0,0,0,0,0,0,0
2157.8 sec,0,0,0,0,0,0,0
2157.8 sec,0,0,0,0,0,0,0
2157.8 sec,0,0,0,0,0,0,0
2157.8 sec,0,0,0,0,0,0,0
2157.8 sec,0,0,0,0,0,0,0
2157.9 sec,0,0,0,0,0,0,0
2157.9 sec,0,0,0,0,0,0,0
2157.9 sec,0,0,0,0,0,0,0
2157.9 sec,0,0,0,0,0,0,0
2157.9 sec,0,0,0,0,0,0,0
2158 sec,0,0,0,0,0,0,0
2158 sec,0,0,0,0,0,0,0
2158 sec,0,0,0,0,0,0,0
2158 sec,0,0,0,0,0,0,0
2158 sec,0,0,0,0,0,0,0
2158.1 sec,0,0,0,0,0,0,0
2158.1 sec,0,0,0,0,0,0,0
2158.1 sec,0,0,0,0,0,0,0
2158.1 sec,0,0,0,0,0,0,0
2158.1 sec,0,0,0,0,0,0,0
2158.2 sec,0,0,0,0,0,0,0
2158.2 sec,0,0,0,0,0,0,0
2158.2 sec,0,0,0,0,0,0,0
2158.2 sec,0,0,0,0,0,0,0
2158.2 sec,0,0,0,0,0,0,0
2158.3 sec,0,0,0,0,0,0,0
2158.3 sec,0,0,0,0,0,0,0
2158.3 sec,0,0,0,0,0,0,0
2158.3 sec,0,0,0,0,0,0,0
2158.3 sec,0,0,0,0,0,0,0
2158.4 sec,0,0,0,0,0,0,0
2158.4 sec,0,0,0,0,0,0,0
2158.4 sec,0,0,0,0,0,0,0
2158.4 sec,0,0,0,0,0,0,0
2158.4 sec,0,0,0,0,0,0,0
2158.5 sec,0,0,0,0,0,0,0
2158.5 sec,0,0,0,0,0,0,0
2158.5 sec,0,0,0,0,0,0,0
2158.5 sec,0,0,0,0,0,0,0
2158.5 sec,0,0,0,0,0,0,0
2158.6 sec,0,0,0,0,0,0,0
2158.6 sec,0,0,0,0,0,0,0
2158.6 sec,0,0,0,0,0,0,0
2158.6 sec,0,0,0,0,0,0,0
2158.6 sec,0,0,0,0,0,0,0
2158.7 sec,0,0,0,0,0,0,0
2158.7 sec,0,0,0,0,0,0,0
2158.7 sec,0,0,0,0,0,0,0
2158.7 sec,0,0,0,0,0,0,0
2158.7 sec,0,0,0,0,0,0,0
2158.8 sec,0,0,0,0,0,0,0
2158.8 sec,0,0,0,0,0,0,0
2158.8 sec,0,0,0,0,0,0,0
2158.8 sec,0,0,0,0,0,0,0
2158.8 sec,0,0,0,0,0,0,0
2158.9 sec,0,0,0,0,0,0,0
2158.9 sec,0,0,0,0,0,0,0
2158.9 sec,0,0,0,0,0,0,0
2158.9 sec,0,0,0,0,0,0,0
2158.9 sec,0,0,0,0,0,0,0
2159 sec,0,0,0,0,0,0,0
2159 sec,0,0,0,0,0,0,0
2159 sec,0,0,0,0,0,0,0
2159 sec,0,0,0,0,0,0,0
2159 sec,0,0,0,0,0,0,0
2159.1 sec,0,0,0,0,0,0,0
2159.1 sec,0,0,0,0,0,0,0
2159.1 sec,0,0,0,0,0,0,0
2159.1 sec,0,0,0,0,0,0,0
2159.1 sec,0,0,0,0,0,0,0
2159.2 sec,0,0,0,0,0,0,0
2159.2 sec,0,0,0,0,0,0,0
2159.2 sec,0,0,0,0,0,0,0
2159.2 sec,0,0,0,0,0,0,0
2159.2 sec,0,0,0,0,0,0,0
2159.3 sec,0,0,0,0,0,0,0
2159.3 sec,0,0,0,0,0,0,0
2159.3 sec,0,0,0,0,0,0,0
2159.3 sec,0,0,0,0,0,0,0
2159.3 sec,0,0,0,0,0,0,0
2159.4 sec,0,0,0,0,0,0,0
2159.4 sec,0,0,0,0,0,0,0
2159.4 sec,0,0,0,0,0,0,0
2159.4 sec,0,0,0,0,0,0,0
2159.4 sec,0,0,0,0,0,0,0
2159.5 sec,0,0,0,0,0,0,0
2159.5 sec,0,0,0,0,0,0,0
2159.5 sec,0,0,0,0,0,0,0
2159.5 sec,0,0,0,0,0,0,0
2159.5 sec,0,0,0,0,0,0,0
2159.6 sec,0,0,0,0,0,0,0
2159.6 sec,0,0,0,0,0,0,0
2159.6 sec,0,0,0,0,0,0,0
2159.6 sec,0,0,0,0,0,0,0
2159.6 sec,0,0,0,0,0,0,0
2159.7 sec,0,0,0,0,0,0,0
2159.7 sec,0,0,0,0,0,0,0
2159.7 sec,0,0,0,0,0,0,0
2159.7 sec,0,0,0,0,0,0,0
2159.7 sec,0,0,0,0,0,0,0
2159.8 sec,0,0,0,0,0,0,0
2159.8 sec,0,0,0,0,0,0,0
2159.8 sec,0,0,0,0,0,0,0
2159.8 sec,0,0,0,0,0,0,0
2159.8 sec,0,0,0,0,0,0,0
2159.9 sec,0,0,0,0,0,0,0
2159.9 sec,0,0,0,0,0,0,0
2159.9 sec,0,0,0,0,0,0,0
2159.9 sec,0,0,0,0,0,0,0
2159.9 sec,0,0,0,0,0,0,0
2160 sec,0,0,0,0,0,0,0
2160 sec,0,0,0,0,0,0,0
2160 sec,0,0,0,0,0,0,0
2160 sec,0,0,0,0,0,0,0
2160 sec,0,0,0,0,0,0,0
2160.1 sec,0,0,0,0,0,0,0
2160.1 sec,0,0,0,0,0,0,0
2160.1 sec,0,0,0,0,0,0,0
2160.1 sec,0,0,0,0,0,0,0
2160.1 sec,0,0,0,0,0,0,0
2160.2 sec,0,0,0,0,0,0,0
2160.2 sec,0,0,0,0,0,0,0
2160.2 sec,0,0,0,0,0,0,0
2160.2 sec,0,0,0,0,0,0,0
2160.2 sec,0,0,0,0,0,0,0
2160.3 sec,0,0,0,0,0,0,0
2160.3 sec,0,0,0,0,0,0,0
2160.3 sec,0,0,0,0,0,0,0
2160.3 sec,0,0,0,0,0,0,0
2160.3 sec,0,0,0,0,0,0,0
2160.4 sec,0,0,0,0,0,0,0
2160.4 sec,0,0,0,0,0,0,0
2160.4 sec,0,0,0,0,0,0,0
2160.4 sec,0,0,0,0,0,0,0
2160.4 sec,0,0,0,0,0,0,0
2160.5 sec,0,0,0,0,0,0,0
2160.5 sec,0,0,0,0,0,0,0
2160.5 sec,0,0,0,0,0,0,0
2160.5 sec,0,0,0,0,0,0,0
2160.5 sec,0,0,0,0,0,0,0
2160.6 sec,0,0,0,0,0,0,0
2160.6 sec,0,0,0,0,0,0,0
2160.6 sec,0,0,0,0,0,0,0
2160.6 sec,0,0,0,0,0,0,0
2160.6 sec,0,0,0,0,0,0,0
2160.7 sec,0,0,0,0,0,0,0
2160.7 sec,0,0,0,0,0,0,0
2160.7 sec,0,0,0,0,0,0,0
2160.7 sec,0,0,0,0,0,0,0
2160.7 sec,0,0,0,0,0,0,0
2160.8 sec,0,0,0,0,0,0,0
2160.8 sec,0,0,0,0,0,0,0
2160.8 sec,0,0,0,0,0,0,0
2160.8 sec,0,0,0,0,0,0,0
2160.8 sec,0,0,0,0,0,0,0
2160.9 sec,0,0,0,0,0,0,0
2160.9 sec,0,0,0,0,0,0,0
2160.9 sec,0,0,0,0,0,0,0
2160.9 sec,0,0,0,0,0,0,0
2160.9 sec,0,0,0,0,0,0,0
2161 sec,0,0,0,0,0,0,0
2161 sec,0,0,0,0,0,0,0
2161 sec,0,0,0,0,0,0,0
2161 sec,0,0,0,0,0,0,0
2161 sec,0,0,0,0,0,0,0
2161.1 sec,0,0,0,0,0,0,0
2161.1 sec,0,0,0,0,0,0,0
2161.1 sec,0,0,0,0,0,0,0
2161.1 sec,0,0,0,0,0,0,0
2161.1 sec,0,0,0,0,0,0,0
2161.2 sec,0,0,0,0,0,0,0
2161.2 sec,0,0,0,0,0,0,0
2161.2 sec,0,0,0,0,0,0,0
2161.2 sec,0,0,0,0,0,0,0
2161.2 sec,0,0,0,0,0,0,0
2161.3 sec,0,0,0,0,0,0,0
2161.3 sec,0,0,0,0,0,0,0
2161.3 sec,0,0,0,0,0,0,0
2161.3 sec,0,0,0,0,0,0,0
2161.3 sec,0,0,0,0,0,0,0
2161.4 sec,0,0,0,0,0,0,0
2161.4 sec,0,0,0,0,0,0,0
2161.4 sec,0,0,0,0,0,0,0
2161.4 sec,0,0,0,0,0,0,0
2161.4 sec,0,0,0,0,0,0,0
2161.5 sec,0,0,0,0,0,0,0
2161.5 sec,0,0,0,0,0,0,0
2161.5 sec,0,0,0,0,0,0,0
2161.5 sec,0,0,0,0,0,0,0
2161.5 sec,0,0,0,0,0,0,0
2161.6 sec,0,0,0,0,0,0,0
2161.6 sec,0,0,0,0,0,0,0
2161.6 sec,0,0,0,0,0,0,0
2161.6 sec,0,0,0,0,0,0,0
2161.6 sec,0,0,0,0,0,0,0
2161.7 sec,0,0,0,0,0,0,0
2161.7 sec,0,0,0,0,0,0,0
2161.7 sec,0,0,0,0,0,0,0
2161.7 sec,0,0,0,0,0,0,0
2161.7 sec,0,0,0,0,0,0,0
2161.8 sec,0,0,0,0,0,0,0
2161.8 sec,0,0,0,0,0,0,0
2161.8 sec,0,0,0,0,0,0,0
2161.8 sec,0,0,0,0,0,0,0
2161.8 sec,0,0,0,0,0,0,0
2161.9 sec,0,0,0,0,0,0,0
2161.9 sec,0,0,0,0,0,0,0
2161.9 sec,0,0,0,0,0,0,0
2161.9 sec,0,0,0,0,0,0,0
2161.9 sec,0,0,0,0,0,0,0
2162 sec,0,0,0,0,0,0,0
2162 sec,0,0,0,0,0,0,0
2162 sec,0,0,0,0,0,0,0
2162 sec,0,0,0,0,0,0,0
2162 sec,0,0,0,0,0,0,0
2162.1 sec,0,0,0,0,0,0,0
2162.1 sec,0,0,0,0,0,0,0
2162.1 sec,0,0,0,0,0,0,0
2162.1 sec,0,0,0,0,0,0,0
2162.1 sec,0,0,0,0,0,0,0
2162.2 sec,0,0,0,0,0,0,0
2162.2 sec,0,0,0,0,0,0,0
2162.2 sec,0,0,0,0,0,0,0
2162.2 sec,0,0,0,0,0,0,0
2162.2 sec,0,0,0,0,0,0,0
2162.3 sec,0,0,0,0,0,0,0
2162.3 sec,0,0,0,0,0,0,0
2162.3 sec,0,0,0,0,0,0,0
2162.3 sec,0,0,0,0,0,0,0
2162.3 sec,0,0,0,0,0,0,0
2162.4 sec,0,0,0,0,0,0,0
2162.4 sec,0,0,0,0,0,0,0
2162.4 sec,0,0,0,0,0,0,0
2162.4 sec,0,0,0,0,0,0,0
2162.4 sec,0,0,0,0,0,0,0
2162.5 sec,0,0,0,0,0,0,0
2162.5 sec,0,0,0,0,0,0,0
2162.5 sec,0,0,0,0,0,0,0
2162.5 sec,0,0,0,0,0,0,0
2162.5 sec,0,0,0,0,0,0,0
2162.6 sec,0,0,0,0,0,0,0
2162.6 sec,0,0,0,0,0,0,0
2162.6 sec,0,0,0,0,0,0,0
2162.6 sec,0,0,0,0,0,0,0
2162.6 sec,0,0,0,0,0,0,0
2162.7 sec,0,0,0,0,0,0,0
2162.7 sec,0,0,0,0,0,0,0
2162.7 sec,0,0,0,0,0,0,0
2162.7 sec,0,0,0,0,0,0,0
2162.7 sec,0,0,0,0,0,0,0
2162.8 sec,0,0,0,0,0,0,0
2162.8 sec,0,0,0,0,0,0,0
2162.8 sec,0,0,0,0,0,0,0
2162.8 sec,0,0,0,0,0,0,0
2162.8 sec,0,0,0,0,0,0,0
2162.9 sec,0,0,0,0,0,0,0
2162.9 sec,0,0,0,0,0,0,0
2162.9 sec,0,0,0,0,0,0,0
2162.9 sec,0,0,0,0,0,0,0
2162.9 sec,0,0,0,0,0,0,0
2163 sec,0,0,0,0,0,0,0
2163 sec,0,0,0,0,0,0,0
2163 sec,0,0,0,0,0,0,0
2163 sec,0,0,0,0,0,0,0
2163 sec,0,0,0,0,0,0,0
2163.1 sec,0,0,0,0,0,0,0
2163.1 sec,0,0,0,0,0,0,0
2163.1 sec,0,0,0,0,0,0,0
2163.1 sec,0,0,0,0,0,0,0
2163.1 sec,0,0,0,0,0,0,0
2163.2 sec,0,0,0,0,0,0,0
2163.2 sec,0,0,0,0,0,0,0
2163.2 sec,0,0,0,0,0,0,0
2163.2 sec,0,0,0,0,0,0,0
2163.2 sec,0,0,0,0,0,0,0
2163.3 sec,0,0,0,0,0,0,0
2163.3 sec,0,0,0,0,0,0,0
2163.3 sec,0,0,0,0,0,0,0
2163.3 sec,0,0,0,0,0,0,0
2163.3 sec,0,0,0,0,0,0,0
2163.4 sec,0,0,0,0,0,0,0
2163.4 sec,0,0,0,0,0,0,0
2163.4 sec,0,0,0,0,0,0,0
2163.4 sec,0,0,0,0,0,0,0
2163.4 sec,0,0,0,0,0,0,0
2163.5 sec,0,0,0,0,0,0,0
2163.5 sec,0,0,0,0,0,0,0
2163.5 sec,0,0,0,0,0,0,0
2163.5 sec,0,0,0,0,0,0,0
2163.5 sec,0,0,0,0,0,0,0
2163.6 sec,0,0,0,0,0,0,0
2163.6 sec,0,0,0,0,0,0,0
2163.6 sec,0,0,0,0,0,0,0
2163.6 sec,0,0,0,0,0,0,0
2163.6 sec,0,0,0,0,0,0,0
2163.7 sec,0,0,0,0,0,0,0
2163.7 sec,0,0,0,0,0,0,0
2163.7 sec,0,0,0,0,0,0,0
2163.7 sec,0,0,0,0,0,0,0
2163.7 sec,0,0,0,0,0,0,0
2163.8 sec,0,0,0,0,0,0,0
2163.8 sec,0,0,0,0,0,0,0
2163.8 sec,0,0,0,0,0,0,0
2163.8 sec,0,0,0,0,0,0,0
2163.8 sec,0,0,0,0,0,0,0
2163.9 sec,0,0,0,0,0,0,0
2163.9 sec,0,0,0,0,0,0,0
2163.9 sec,0,0,0,0,0,0,0
2163.9 sec,0,0,0,0,0,0,0
2163.9 sec,0,0,0,0,0,0,0
2164 sec,0,0,0,0,0,0,0
2164 sec,0,0,0,0,0,0,0
2164 sec,0,0,0,0,0,0,0
2164 sec,0,0,0,0,0,0,0
2164 sec,0,0,0,0,0,0,0
2164.1 sec,0,0,0,0,0,0,0
2164.1 sec,0,0,0,0,0,0,0
2164.1 sec,0,0,0,0,0,0,0
2164.1 sec,0,0,0,0,0,0,0
2164.1 sec,0,0,0,0,0,0,0
2164.2 sec,0,0,0,0,0,0,0
2164.2 sec,0,0,0,0,0,0,0
2164.2 sec,0,0,0,0,0,0,0
2164.2 sec,0,0,0,0,0,0,0
2164.2 sec,0,0,0,0,0,0,0
2164.3 sec,0,0,0,0,0,0,0
2164.3 sec,0,0,0,0,0,0,0
2164.3 sec,0,0,0,0,0,0,0
2164.3 sec,0,0,0,0,0,0,0
2164.3 sec,0,0,0,0,0,0,0
2164.4 sec,0,0,0,0,0,0,0
2164.4 sec,0,0,0,0,0,0,0
2164.4 sec,0,0,0,0,0,0,0
2164.4 sec,0,0,0,0,0,0,0
2164.4 sec,0,0,0,0,0,0,0
2164.5 sec,0,0,0,0,0,0,0
2164.5 sec,0,0,0,0,0,0,0
2164.5 sec,0,0,0,0,0,0,0
2164.5 sec,0,0,0,0,0,0,0
2164.5 sec,0,0,0,0,0,0,0
2164.6 sec,0,0,0,0,0,0,0
2164.6 sec,0,0,0,0,0,0,0
2164.6 sec,0,0,0,0,0,0,0
2164.6 sec,0,0,0,0,0,0,0
2164.6 sec,0,0,0,0,0,0,0
2164.7 sec,0,0,0,0,0,0,0
2164.7 sec,0,0,0,0,0,0,0
2164.7 sec,0,0,0,0,0,0,0
2164.7 sec,0,0,0,0,0,0,0
2164.7 sec,0,0,0,0,0,0,0
2164.8 sec,0,0,0,0,0,0,0
2164.8 sec,0,0,0,0,0,0,0
2164.8 sec,0,0,0,0,0,0,0
2164.8 sec,0,0,0,0,0,0,0
2164.8 sec,0,0,0,0,0,0,0
2164.9 sec,0,0,0,0,0,0,0
2164.9 sec,0,0,0,0,0,0,0
2164.9 sec,0,0,0,0,0,0,0
2164.9 sec,0,0,0,0,0,0,0
2164.9 sec,0,0,0,0,0,0,0
2165 sec,0,0,0,0,0,0,0
2165 sec,0,0,0,0,0,0,0
2165 sec,0,0,0,0,0,0,0
2165 sec,0,0,0,0,0,0,0
2165 sec,0,0,0,0,0,0,0
2165.1 sec,0,0,0,0,0,0,0
2165.1 sec,0,0,0,0,0,0,0
2165.1 sec,0,0,0,0,0,0,0
2165.1 sec,0,0,0,0,0,0,0
2165.1 sec,0,0,0,0,0,0,0
2165.2 sec,0,0,0,0,0,0,0
2165.2 sec,0,0,0,0,0,0,0
2165.2 sec,0,0,0,0,0,0,0
2165.2 sec,0,0,0,0,0,0,0
2165.2 sec,0,0,0,0,0,0,0
2165.3 sec,0,0,0,0,0,0,0
2165.3 sec,0,0,0,0,0,0,0
2165.3 sec,0,0,0,0,0,0,0
2165.3 sec,0,0,0,0,0,0,0
2165.3 sec,0,0,0,0,0,0,0
2165.4 sec,0,0,0,0,0,0,0
2165.4 sec,0,0,0,0,0,0,0
2165.4 sec,0,0,0,0,0,0,0
2165.4 sec,0,0,0,0,0,0,0
2165.4 sec,0,0,0,0,0,0,0
2165.5 sec,0,0,0,0,0,0,0
2165.5 sec,0,0,0,0,0,0,0
2165.5 sec,0,0,0,0,0,0,0
